merchant_id,feature,is_used,monthly_frequency
BPM102112,Loan Dashboard,No,0
BPM102112,Rewards,Yes,9
BPM102113,QR Payments,Yes,25
BPM102113,Soundbox Alerts,Yes,13
BPM102113,Business Reports,Yes,6
BPM102113,Settlement History,Yes,17
BPM102113,Loan Dashboard,No,0
BPM102113,Rewards,Yes,17
BPM102114,QR Payments,No,0
BPM102114,Soundbox Alerts,Yes,7
BPM102114,Business Reports,No,0
BPM102114,Settlement History,No,0
BPM102114,Loan Dashboard,No,0
BPM102114,Rewards,No,0
BPM102115,QR Payments,No,0
BPM102115,Soundbox Alerts,Yes,17
BPM102115,Business Reports,No,0
BPM102115,Settlement History,No,0
BPM102115,Loan Dashboard,No,0
BPM102115,Rewards,No,0
BPM102116,QR Payments,No,0
BPM102116,Soundbox Alerts,Yes,12
BPM102116,Business Reports,Yes,2
BPM102116,Settlement History,Yes,17
BPM102116,Loan Dashboard,No,0
BPM102116,Rewards,Yes,11
BPM102117,QR Payments,Yes,19
BPM102117,Soundbox Alerts,Yes,20
BPM102117,Business Reports,Yes,1
BPM102117,Settlement History,No,0
BPM102117,Loan Dashboard,Yes,5
BPM102117,Rewards,Yes,11
BPM102118,QR Payments,Yes,18
BPM102118,Soundbox Alerts,Yes,6
BPM102118,Business Reports,No,0
BPM102118,Settlement History,No,0
BPM102118,Loan Dashboard,Yes,5
BPM102118,Rewards,Yes,15
BPM102119,QR Payments,No,0
BPM102119,Soundbox Alerts,Yes,19
BPM102119,Business Reports,Yes,1
BPM102119,Settlement History,Yes,16
BPM102119,Loan Dashboard,Yes,8
BPM102119,Rewards,Yes,14
BPM102120,QR Payments,Yes,16
BPM102120,Soundbox Alerts,Yes,19
BPM102120,Business Reports,Yes,1
BPM102120,Settlement History,Yes,16
BPM102120,Loan Dashboard,Yes,3
BPM102120,Rewards,Yes,19
BPM102121,QR Payments,Yes,21
BPM102121,Soundbox Alerts,No,0
BPM102121,Business Reports,Yes,1
BPM102121,Settlement History,No,0
BPM102121,Loan Dashboard,Yes,5
BPM102121,Rewards,Yes,16
BPM102122,QR Payments,Yes,20
BPM102122,Soundbox Alerts,Yes,8
BPM102122,Business Reports,Yes,6
BPM102122,Settlement History,Yes,8
BPM102122,Loan Dashboard,No,0
BPM102122,Rewards,Yes,17
BPM102123,QR Payments,Yes,27
BPM102123,Soundbox Alerts,No,0
BPM102123,Business Reports,Yes,3
BPM102123,Settlement History,No,0
BPM102123,Loan Dashboard,No,0
BPM102123,Rewards,No,0
BPM102124,QR Payments,Yes,29
BPM102124,Soundbox Alerts,No,0
BPM102124,Business Reports,Yes,3
BPM102124,Settlement History,Yes,7
BPM102124,Loan Dashboard,Yes,4
BPM102124,Rewards,Yes,14
BPM102125,QR Payments,No,0
BPM102125,Soundbox Alerts,Yes,15
BPM102125,Business Reports,No,0
BPM102125,Settlement History,Yes,11
BPM102125,Loan Dashboard,No,0
BPM102125,Rewards,Yes,8
BPM102126,QR Payments,Yes,24
BPM102126,Soundbox Alerts,Yes,8
BPM102126,Business Reports,Yes,3
BPM102126,Settlement History,Yes,12
BPM102126,Loan Dashboard,Yes,3
BPM102126,Rewards,Yes,17
BPM102127,QR Payments,No,0
BPM102127,Soundbox Alerts,Yes,15
BPM102127,Business Reports,Yes,7
BPM102127,Settlement History,No,0
BPM102127,Loan Dashboard,No,0
BPM102127,Rewards,Yes,17
BPM102128,QR Payments,Yes,15
BPM102128,Soundbox Alerts,Yes,5
BPM102128,Business Reports,Yes,7
BPM102128,Settlement History,No,0
BPM102128,Loan Dashboard,No,0
BPM102128,Rewards,No,0
BPM102129,QR Payments,No,0
BPM102129,Soundbox Alerts,No,0
BPM102129,Business Reports,No,0
BPM102129,Settlement History,Yes,19
BPM102129,Loan Dashboard,Yes,4
BPM102129,Rewards,Yes,9
BPM102130,QR Payments,Yes,26
BPM102130,Soundbox Alerts,Yes,13
BPM102130,Business Reports,Yes,6
BPM102130,Settlement History,Yes,13
BPM102130,Loan Dashboard,Yes,5
BPM102130,Rewards,Yes,8
BPM102131,QR Payments,Yes,16
BPM102131,Soundbox Alerts,Yes,5
BPM102131,Business Reports,No,0
BPM102131,Settlement History,Yes,18
BPM102131,Loan Dashboard,Yes,6
BPM102131,Rewards,Yes,19
BPM102132,QR Payments,Yes,29
BPM102132,Soundbox Alerts,Yes,12
BPM102132,Business Reports,Yes,2
BPM102132,Settlement History,Yes,17
BPM102132,Loan Dashboard,Yes,8
BPM102132,Rewards,Yes,13
BPM102133,QR Payments,Yes,25
BPM102133,Soundbox Alerts,Yes,8
BPM102133,Business Reports,Yes,2
BPM102133,Settlement History,Yes,10
BPM102133,Loan Dashboard,Yes,2
BPM102133,Rewards,No,0
BPM102134,QR Payments,No,0
BPM102134,Soundbox Alerts,No,0
BPM102134,Business Reports,Yes,3
BPM102134,Settlement History,Yes,14
BPM102134,Loan Dashboard,No,0
BPM102134,Rewards,Yes,14
BPM102135,QR Payments,No,0
BPM102135,Soundbox Alerts,Yes,6
BPM102135,Business Reports,Yes,4
BPM102135,Settlement History,No,0
BPM102135,Loan Dashboard,Yes,5
BPM102135,Rewards,Yes,8
BPM102136,QR Payments,Yes,22
BPM102136,Soundbox Alerts,Yes,16
BPM102136,Business Reports,Yes,2
BPM102136,Settlement History,Yes,18
BPM102136,Loan Dashboard,Yes,3
BPM102136,Rewards,Yes,12
BPM102137,QR Payments,No,0
BPM102137,Soundbox Alerts,No,0
BPM102137,Business Reports,Yes,5
BPM102137,Settlement History,Yes,17
BPM102137,Loan Dashboard,Yes,3
BPM102137,Rewards,Yes,12
BPM102138,QR Payments,No,0
BPM102138,Soundbox Alerts,Yes,10
BPM102138,Business Reports,Yes,1
BPM102138,Settlement History,No,0
BPM102138,Loan Dashboard,Yes,2
BPM102138,Rewards,Yes,19
BPM102139,QR Payments,Yes,24
BPM102139,Soundbox Alerts,Yes,13
BPM102139,Business Reports,No,0
BPM102139,Settlement History,Yes,13
BPM102139,Loan Dashboard,No,0
BPM102139,Rewards,No,0
BPM102140,QR Payments,Yes,29
BPM102140,Soundbox Alerts,No,0
BPM102140,Business Reports,Yes,3
BPM102140,Settlement History,Yes,11
BPM102140,Loan Dashboard,Yes,2
BPM102140,Rewards,Yes,10
BPM102141,QR Payments,Yes,20
BPM102141,Soundbox Alerts,No,0
BPM102141,Business Reports,No,0
BPM102141,Settlement History,Yes,6
BPM102141,Loan Dashboard,No,0
BPM102141,Rewards,Yes,14
BPM102142,QR Payments,No,0
BPM102142,Soundbox Alerts,Yes,12
BPM102142,Business Reports,No,0
BPM102142,Settlement History,Yes,9
BPM102142,Loan Dashboard,Yes,6
BPM102142,Rewards,No,0
BPM102143,QR Payments,No,0
BPM102143,Soundbox Alerts,No,0
BPM102143,Business Reports,Yes,8
BPM102143,Settlement History,Yes,11
BPM102143,Loan Dashboard,Yes,7
BPM102143,Rewards,Yes,12
BPM102144,QR Payments,Yes,23
BPM102144,Soundbox Alerts,Yes,7
BPM102144,Business Reports,Yes,3
BPM102144,Settlement History,No,0
BPM102144,Loan Dashboard,No,0
BPM102144,Rewards,No,0
BPM102145,QR Payments,Yes,21
BPM102145,Soundbox Alerts,Yes,9
BPM102145,Business Reports,No,0
BPM102145,Settlement History,No,0
BPM102145,Loan Dashboard,Yes,6
BPM102145,Rewards,Yes,11
BPM102146,QR Payments,Yes,22
BPM102146,Soundbox Alerts,Yes,9
BPM102146,Business Reports,Yes,2
BPM102146,Settlement History,Yes,12
BPM102146,Loan Dashboard,No,0
BPM102146,Rewards,Yes,16
BPM102147,QR Payments,Yes,28
BPM102147,Soundbox Alerts,Yes,15
BPM102147,Business Reports,Yes,4
BPM102147,Settlement History,Yes,17
BPM102147,Loan Dashboard,Yes,4
BPM102147,Rewards,No,0
BPM102148,QR Payments,Yes,27
BPM102148,Soundbox Alerts,No,0
BPM102148,Business Reports,No,0
BPM102148,Settlement History,No,0
BPM102148,Loan Dashboard,Yes,2
BPM102148,Rewards,Yes,8
BPM102149,QR Payments,Yes,23
BPM102149,Soundbox Alerts,Yes,17
BPM102149,Business Reports,Yes,8
BPM102149,Settlement History,No,0
BPM102149,Loan Dashboard,No,0
BPM102149,Rewards,No,0
BPM102150,QR Payments,Yes,17
BPM102150,Soundbox Alerts,No,0
BPM102150,Business Reports,Yes,2
BPM102150,Settlement History,No,0
BPM102150,Loan Dashboard,Yes,5
BPM102150,Rewards,No,0
BPM102151,QR Payments,Yes,22
BPM102151,Soundbox Alerts,Yes,7
BPM102151,Business Reports,No,0
BPM102151,Settlement History,No,0
BPM102151,Loan Dashboard,Yes,1
BPM102151,Rewards,No,0
BPM102152,QR Payments,Yes,25
BPM102152,Soundbox Alerts,No,0
BPM102152,Business Reports,No,0
BPM102152,Settlement History,No,0
BPM102152,Loan Dashboard,No,0
BPM102152,Rewards,Yes,7
BPM102153,QR Payments,Yes,15
BPM102153,Soundbox Alerts,No,0
BPM102153,Business Reports,Yes,5
BPM102153,Settlement History,Yes,19
BPM102153,Loan Dashboard,Yes,5
BPM102153,Rewards,Yes,8
BPM102154,QR Payments,Yes,25
BPM102154,Soundbox Alerts,Yes,14
BPM102154,Business Reports,Yes,8
BPM102154,Settlement History,Yes,9
BPM102154,Loan Dashboard,Yes,8
BPM102154,Rewards,Yes,11
BPM102155,QR Payments,No,0
BPM102155,Soundbox Alerts,Yes,18
BPM102155,Business Reports,No,0
BPM102155,Settlement History,Yes,5
BPM102155,Loan Dashboard,Yes,5
BPM102155,Rewards,Yes,12
BPM102156,QR Payments,No,0
BPM102156,Soundbox Alerts,Yes,15
BPM102156,Business Reports,No,0
BPM102156,Settlement History,Yes,14
BPM102156,Loan Dashboard,Yes,1
BPM102156,Rewards,No,0
BPM102157,QR Payments,Yes,18
BPM102157,Soundbox Alerts,Yes,9
BPM102157,Business Reports,Yes,1
BPM102157,Settlement History,Yes,5
BPM102157,Loan Dashboard,Yes,4
BPM102157,Rewards,Yes,16
BPM102158,QR Payments,No,0
BPM102158,Soundbox Alerts,Yes,20
BPM102158,Business Reports,Yes,2
BPM102158,Settlement History,Yes,16
BPM102158,Loan Dashboard,No,0
BPM102158,Rewards,No,0
BPM102159,QR Payments,Yes,23
BPM102159,Soundbox Alerts,Yes,6
BPM102159,Business Reports,Yes,7
BPM102159,Settlement History,Yes,20
BPM102159,Loan Dashboard,Yes,2
BPM102159,Rewards,Yes,10
BPM102160,QR Payments,Yes,24
BPM102160,Soundbox Alerts,No,0
BPM102160,Business Reports,Yes,5
BPM102160,Settlement History,Yes,9
BPM102160,Loan Dashboard,Yes,6
BPM102160,Rewards,No,0
BPM102161,QR Payments,Yes,27
BPM102161,Soundbox Alerts,No,0
BPM102161,Business Reports,No,0
BPM102161,Settlement History,Yes,17
BPM102161,Loan Dashboard,Yes,4
BPM102161,Rewards,Yes,13
BPM102162,QR Payments,Yes,27
BPM102162,Soundbox Alerts,Yes,15
BPM102162,Business Reports,No,0
BPM102162,Settlement History,Yes,10
BPM102162,Loan Dashboard,Yes,5
BPM102162,Rewards,No,0
BPM102163,QR Payments,No,0
BPM102163,Soundbox Alerts,No,0
BPM102163,Business Reports,Yes,4
BPM102163,Settlement History,Yes,12
BPM102163,Loan Dashboard,Yes,7
BPM102163,Rewards,No,0
BPM102164,QR Payments,Yes,27
BPM102164,Soundbox Alerts,Yes,15
BPM102164,Business Reports,Yes,5
BPM102164,Settlement History,Yes,9
BPM102164,Loan Dashboard,Yes,7
BPM102164,Rewards,Yes,18
BPM102165,QR Payments,No,0
BPM102165,Soundbox Alerts,Yes,6
BPM102165,Business Reports,No,0
BPM102165,Settlement History,Yes,11
BPM102165,Loan Dashboard,Yes,4
BPM102165,Rewards,No,0
BPM102166,QR Payments,No,0
BPM102166,Soundbox Alerts,Yes,18
BPM102166,Business Reports,No,0
BPM102166,Settlement History,Yes,6
BPM102166,Loan Dashboard,Yes,5
BPM102166,Rewards,No,0
BPM102167,QR Payments,Yes,20
BPM102167,Soundbox Alerts,No,0
BPM102167,Business Reports,No,0
BPM102167,Settlement History,No,0
BPM102167,Loan Dashboard,No,0
BPM102167,Rewards,Yes,14
BPM102168,QR Payments,Yes,23
BPM102168,Soundbox Alerts,No,0
BPM102168,Business Reports,No,0
BPM102168,Settlement History,No,0
BPM102168,Loan Dashboard,Yes,5
BPM102168,Rewards,Yes,6
BPM102169,QR Payments,Yes,15
BPM102169,Soundbox Alerts,No,0
BPM102169,Business Reports,Yes,1
BPM102169,Settlement History,Yes,12
BPM102169,Loan Dashboard,Yes,8
BPM102169,Rewards,Yes,5
BPM102170,QR Payments,Yes,30
BPM102170,Soundbox Alerts,Yes,17
BPM102170,Business Reports,Yes,5
BPM102170,Settlement History,Yes,11
BPM102170,Loan Dashboard,Yes,1
BPM102170,Rewards,Yes,9
BPM102171,QR Payments,Yes,17
BPM102171,Soundbox Alerts,No,0
BPM102171,Business Reports,Yes,1
BPM102171,Settlement History,Yes,7
BPM102171,Loan Dashboard,Yes,8
BPM102171,Rewards,Yes,12
BPM102172,QR Payments,Yes,24
BPM102172,Soundbox Alerts,Yes,5
BPM102172,Business Reports,Yes,6
BPM102172,Settlement History,Yes,19
BPM102172,Loan Dashboard,Yes,6
BPM102172,Rewards,Yes,6
BPM102173,QR Payments,Yes,28
BPM102173,Soundbox Alerts,Yes,11
BPM102173,Business Reports,Yes,2
BPM102173,Settlement History,Yes,8
BPM102173,Loan Dashboard,No,0
BPM102173,Rewards,Yes,19
BPM102174,QR Payments,Yes,17
BPM102174,Soundbox Alerts,Yes,6
BPM102174,Business Reports,Yes,3
BPM102174,Settlement History,Yes,8
BPM102174,Loan Dashboard,No,0
BPM102174,Rewards,No,0
BPM102175,QR Payments,No,0
BPM102175,Soundbox Alerts,Yes,7
BPM102175,Business Reports,Yes,3
BPM102175,Settlement History,No,0
BPM102175,Loan Dashboard,Yes,6
BPM102175,Rewards,No,0
BPM102176,QR Payments,Yes,16
BPM102176,Soundbox Alerts,Yes,11
BPM102176,Business Reports,Yes,5
BPM102176,Settlement History,Yes,18
BPM102176,Loan Dashboard,Yes,4
BPM102176,Rewards,Yes,12
BPM102177,QR Payments,Yes,24
BPM102177,Soundbox Alerts,Yes,20
BPM102177,Business Reports,Yes,7
BPM102177,Settlement History,Yes,16
BPM102177,Loan Dashboard,Yes,3
BPM102177,Rewards,Yes,7
BPM102178,QR Payments,Yes,25
BPM102178,Soundbox Alerts,Yes,13
BPM102178,Business Reports,Yes,1
BPM102178,Settlement History,Yes,13
BPM102178,Loan Dashboard,No,0
BPM102178,Rewards,Yes,5
BPM102179,QR Payments,No,0
BPM102179,Soundbox Alerts,No,0
BPM102179,Business Reports,No,0
BPM102179,Settlement History,Yes,5
BPM102179,Loan Dashboard,Yes,6
BPM102179,Rewards,Yes,8
BPM102180,QR Payments,Yes,22
BPM102180,Soundbox Alerts,No,0
BPM102180,Business Reports,Yes,3
BPM102180,Settlement History,No,0
BPM102180,Loan Dashboard,Yes,4
BPM102180,Rewards,Yes,14
BPM102181,QR Payments,Yes,17
BPM102181,Soundbox Alerts,No,0
BPM102181,Business Reports,Yes,6
BPM102181,Settlement History,No,0
BPM102181,Loan Dashboard,Yes,3
BPM102181,Rewards,No,0
BPM102182,QR Payments,Yes,28
BPM102182,Soundbox Alerts,Yes,14
BPM102182,Business Reports,Yes,1
BPM102182,Settlement History,No,0
BPM102182,Loan Dashboard,Yes,6
BPM102182,Rewards,Yes,10
BPM102183,QR Payments,Yes,16
BPM102183,Soundbox Alerts,Yes,8
BPM102183,Business Reports,Yes,2
BPM102183,Settlement History,Yes,5
BPM102183,Loan Dashboard,Yes,7
BPM102183,Rewards,Yes,11
BPM102184,QR Payments,No,0
BPM102184,Soundbox Alerts,Yes,10
BPM102184,Business Reports,No,0
BPM102184,Settlement History,Yes,8
BPM102184,Loan Dashboard,No,0
BPM102184,Rewards,Yes,8
BPM102185,QR Payments,Yes,29
BPM102185,Soundbox Alerts,Yes,18
BPM102185,Business Reports,No,0
BPM102185,Settlement History,No,0
BPM102185,Loan Dashboard,Yes,1
BPM102185,Rewards,Yes,20
BPM102186,QR Payments,No,0
BPM102186,Soundbox Alerts,No,0
BPM102186,Business Reports,No,0
BPM102186,Settlement History,No,0
BPM102186,Loan Dashboard,Yes,1
BPM102186,Rewards,No,0
BPM102187,QR Payments,Yes,16
BPM102187,Soundbox Alerts,Yes,15
BPM102187,Business Reports,Yes,3
BPM102187,Settlement History,Yes,18
BPM102187,Loan Dashboard,No,0
BPM102187,Rewards,No,0
BPM102188,QR Payments,No,0
BPM102188,Soundbox Alerts,No,0
BPM102188,Business Reports,Yes,7
BPM102188,Settlement History,No,0
BPM102188,Loan Dashboard,No,0
BPM102188,Rewards,Yes,14
BPM102189,QR Payments,Yes,16
BPM102189,Soundbox Alerts,No,0
BPM102189,Business Reports,Yes,6
BPM102189,Settlement History,Yes,14
BPM102189,Loan Dashboard,No,0
BPM102189,Rewards,No,0
BPM102190,QR Payments,Yes,17
BPM102190,Soundbox Alerts,Yes,8
BPM102190,Business Reports,Yes,5
BPM102190,Settlement History,Yes,17
BPM102190,Loan Dashboard,No,0
BPM102190,Rewards,Yes,15
BPM102191,QR Payments,Yes,22
BPM102191,Soundbox Alerts,Yes,16
BPM102191,Business Reports,Yes,3
BPM102191,Settlement History,Yes,19
BPM102191,Loan Dashboard,Yes,7
BPM102191,Rewards,Yes,19
BPM102192,QR Payments,Yes,15
BPM102192,Soundbox Alerts,No,0
BPM102192,Business Reports,Yes,8
BPM102192,Settlement History,No,0
BPM102192,Loan Dashboard,Yes,2
BPM102192,Rewards,No,0
BPM102193,QR Payments,No,0
BPM102193,Soundbox Alerts,No,0
BPM102193,Business Reports,No,0
BPM102193,Settlement History,Yes,17
BPM102193,Loan Dashboard,No,0
BPM102193,Rewards,Yes,20
BPM102194,QR Payments,No,0
BPM102194,Soundbox Alerts,Yes,8
BPM102194,Business Reports,Yes,8
BPM102194,Settlement History,No,0
BPM102194,Loan Dashboard,Yes,7
BPM102194,Rewards,Yes,7
BPM102195,QR Payments,Yes,27
BPM102195,Soundbox Alerts,No,0
BPM102195,Business Reports,No,0
BPM102195,Settlement History,No,0
BPM102195,Loan Dashboard,Yes,7
BPM102195,Rewards,Yes,8
BPM102196,QR Payments,Yes,29
BPM102196,Soundbox Alerts,No,0
BPM102196,Business Reports,Yes,2
BPM102196,Settlement History,No,0
BPM102196,Loan Dashboard,Yes,1
BPM102196,Rewards,Yes,15
BPM102197,QR Payments,Yes,21
BPM102197,Soundbox Alerts,Yes,17
BPM102197,Business Reports,Yes,8
BPM102197,Settlement History,Yes,7
BPM102197,Loan Dashboard,Yes,3
BPM102197,Rewards,Yes,19
BPM102198,QR Payments,No,0
BPM102198,Soundbox Alerts,Yes,20
BPM102198,Business Reports,No,0
BPM102198,Settlement History,No,0
BPM102198,Loan Dashboard,Yes,1
BPM102198,Rewards,Yes,14
BPM102199,QR Payments,Yes,24
BPM102199,Soundbox Alerts,Yes,7
BPM102199,Business Reports,Yes,5
BPM102199,Settlement History,Yes,11
BPM102199,Loan Dashboard,Yes,8
BPM102199,Rewards,Yes,11
BPM102200,QR Payments,Yes,26
BPM102200,Soundbox Alerts,Yes,19
BPM102200,Business Reports,Yes,5
BPM102200,Settlement History,Yes,7
BPM102200,Loan Dashboard,No,0
BPM102200,Rewards,Yes,17
BPM102201,QR Payments,Yes,27
BPM102201,Soundbox Alerts,Yes,7
BPM102201,Business Reports,Yes,4
BPM102201,Settlement History,Yes,19
BPM102201,Loan Dashboard,Yes,8
BPM102201,Rewards,Yes,18
BPM102202,QR Payments,No,0
BPM102202,Soundbox Alerts,No,0
BPM102202,Business Reports,Yes,5
BPM102202,Settlement History,Yes,6
BPM102202,Loan Dashboard,Yes,3
BPM102202,Rewards,No,0
BPM102203,QR Payments,No,0
BPM102203,Soundbox Alerts,No,0
BPM102203,Business Reports,Yes,5
BPM102203,Settlement History,No,0
BPM102203,Loan Dashboard,No,0
BPM102203,Rewards,Yes,16
BPM102204,QR Payments,Yes,27
BPM102204,Soundbox Alerts,Yes,12
BPM102204,Business Reports,Yes,1
BPM102204,Settlement History,Yes,18
BPM102204,Loan Dashboard,Yes,2
BPM102204,Rewards,No,0
BPM102205,QR Payments,No,0
BPM102205,Soundbox Alerts,Yes,10
BPM102205,Business Reports,Yes,2
BPM102205,Settlement History,Yes,7
BPM102205,Loan Dashboard,No,0
BPM102205,Rewards,No,0
BPM102206,QR Payments,Yes,28
BPM102206,Soundbox Alerts,Yes,11
BPM102206,Business Reports,Yes,4
BPM102206,Settlement History,Yes,6
BPM102206,Loan Dashboard,Yes,8
BPM102206,Rewards,Yes,14
BPM102207,QR Payments,Yes,21
BPM102207,Soundbox Alerts,Yes,16
BPM102207,Business Reports,Yes,4
BPM102207,Settlement History,No,0
BPM102207,Loan Dashboard,No,0
BPM102207,Rewards,Yes,12
BPM102208,QR Payments,Yes,20
BPM102208,Soundbox Alerts,Yes,12
BPM102208,Business Reports,No,0
BPM102208,Settlement History,Yes,15
BPM102208,Loan Dashboard,No,0
BPM102208,Rewards,Yes,17
BPM102209,QR Payments,Yes,18
BPM102209,Soundbox Alerts,Yes,14
BPM102209,Business Reports,Yes,7
BPM102209,Settlement History,Yes,12
BPM102209,Loan Dashboard,Yes,1
BPM102209,Rewards,Yes,6
BPM102210,QR Payments,Yes,15
BPM102210,Soundbox Alerts,No,0
BPM102210,Business Reports,Yes,1
BPM102210,Settlement History,Yes,14
BPM102210,Loan Dashboard,No,0
BPM102210,Rewards,No,0
BPM102211,QR Payments,Yes,30
BPM102211,Soundbox Alerts,Yes,17
BPM102211,Business Reports,Yes,8
BPM102211,Settlement History,Yes,12
BPM102211,Loan Dashboard,Yes,5
BPM102211,Rewards,Yes,8
BPM102212,QR Payments,No,0
BPM102212,Soundbox Alerts,Yes,16
BPM102212,Business Reports,Yes,7
BPM102212,Settlement History,No,0
BPM102212,Loan Dashboard,Yes,7
BPM102212,Rewards,Yes,10
BPM102213,QR Payments,Yes,15
BPM102213,Soundbox Alerts,Yes,16
BPM102213,Business Reports,Yes,3
BPM102213,Settlement History,Yes,14
BPM102213,Loan Dashboard,Yes,3
BPM102213,Rewards,Yes,14
BPM102214,QR Payments,No,0
BPM102214,Soundbox Alerts,No,0
BPM102214,Business Reports,Yes,4
BPM102214,Settlement History,Yes,17
BPM102214,Loan Dashboard,Yes,4
BPM102214,Rewards,Yes,5
BPM102215,QR Payments,Yes,15
BPM102215,Soundbox Alerts,Yes,17
BPM102215,Business Reports,No,0
BPM102215,Settlement History,Yes,19
BPM102215,Loan Dashboard,Yes,5
BPM102215,Rewards,Yes,6
BPM102216,QR Payments,No,0
BPM102216,Soundbox Alerts,Yes,17
BPM102216,Business Reports,Yes,4
BPM102216,Settlement History,No,0
BPM102216,Loan Dashboard,No,0
BPM102216,Rewards,Yes,6
BPM102217,QR Payments,No,0
BPM102217,Soundbox Alerts,No,0
BPM102217,Business Reports,No,0
BPM102217,Settlement History,Yes,15
BPM102217,Loan Dashboard,Yes,7
BPM102217,Rewards,Yes,18
BPM102218,QR Payments,Yes,24
BPM102218,Soundbox Alerts,Yes,11
BPM102218,Business Reports,No,0
BPM102218,Settlement History,Yes,17
BPM102218,Loan Dashboard,Yes,2
BPM102218,Rewards,Yes,10
BPM102219,QR Payments,Yes,20
BPM102219,Soundbox Alerts,No,0
BPM102219,Business Reports,No,0
BPM102219,Settlement History,Yes,5
BPM102219,Loan Dashboard,Yes,8
BPM102219,Rewards,No,0
BPM102220,QR Payments,Yes,22
BPM102220,Soundbox Alerts,Yes,13
BPM102220,Business Reports,Yes,6
BPM102220,Settlement History,Yes,7
BPM102220,Loan Dashboard,Yes,3
BPM102220,Rewards,Yes,15
BPM102221,QR Payments,Yes,28
BPM102221,Soundbox Alerts,Yes,13
BPM102221,Business Reports,Yes,3
BPM102221,Settlement History,Yes,14
BPM102221,Loan Dashboard,Yes,6
BPM102221,Rewards,Yes,6
BPM102222,QR Payments,Yes,15
BPM102222,Soundbox Alerts,Yes,20
BPM102222,Business Reports,Yes,7
BPM102222,Settlement History,Yes,13
BPM102222,Loan Dashboard,Yes,5
BPM102222,Rewards,Yes,13
BPM102223,QR Payments,No,0
BPM102223,Soundbox Alerts,Yes,16
BPM102223,Business Reports,No,0
BPM102223,Settlement History,Yes,8
BPM102223,Loan Dashboard,Yes,5
BPM102223,Rewards,No,0
BPM102224,QR Payments,No,0
BPM102224,Soundbox Alerts,No,0
BPM102224,Business Reports,No,0
BPM102224,Settlement History,Yes,16
BPM102224,Loan Dashboard,No,0
BPM102224,Rewards,Yes,10
BPM102225,QR Payments,Yes,21
BPM102225,Soundbox Alerts,Yes,9
BPM102225,Business Reports,Yes,1
BPM102225,Settlement History,Yes,15
BPM102225,Loan Dashboard,Yes,5
BPM102225,Rewards,No,0
BPM102226,QR Payments,No,0
BPM102226,Soundbox Alerts,Yes,5
BPM102226,Business Reports,Yes,2
BPM102226,Settlement History,Yes,5
BPM102226,Loan Dashboard,Yes,8
BPM102226,Rewards,Yes,5
BPM102227,QR Payments,Yes,26
BPM102227,Soundbox Alerts,Yes,10
BPM102227,Business Reports,Yes,6
BPM102227,Settlement History,No,0
BPM102227,Loan Dashboard,Yes,1
BPM102227,Rewards,Yes,6
BPM102228,QR Payments,No,0
BPM102228,Soundbox Alerts,Yes,12
BPM102228,Business Reports,Yes,6
BPM102228,Settlement History,Yes,5
BPM102228,Loan Dashboard,Yes,4
BPM102228,Rewards,No,0
BPM102229,QR Payments,Yes,26
BPM102229,Soundbox Alerts,Yes,11
BPM102229,Business Reports,No,0
BPM102229,Settlement History,Yes,13
BPM102229,Loan Dashboard,Yes,3
BPM102229,Rewards,No,0
BPM102230,QR Payments,Yes,28
BPM102230,Soundbox Alerts,Yes,13
BPM102230,Business Reports,Yes,3
BPM102230,Settlement History,Yes,19
BPM102230,Loan Dashboard,Yes,3
BPM102230,Rewards,No,0
BPM102231,QR Payments,Yes,22
BPM102231,Soundbox Alerts,Yes,15
BPM102231,Business Reports,No,0
BPM102231,Settlement History,Yes,7
BPM102231,Loan Dashboard,Yes,6
BPM102231,Rewards,No,0
BPM102232,QR Payments,No,0
BPM102232,Soundbox Alerts,Yes,5
BPM102232,Business Reports,No,0
BPM102232,Settlement History,Yes,9
BPM102232,Loan Dashboard,No,0
BPM102232,Rewards,Yes,13
BPM102233,QR Payments,Yes,27
BPM102233,Soundbox Alerts,Yes,5
BPM102233,Business Reports,Yes,6
BPM102233,Settlement History,Yes,10
BPM102233,Loan Dashboard,Yes,4
BPM102233,Rewards,Yes,12
BPM102234,QR Payments,Yes,16
BPM102234,Soundbox Alerts,Yes,7
BPM102234,Business Reports,Yes,2
BPM102234,Settlement History,Yes,8
BPM102234,Loan Dashboard,Yes,4
BPM102234,Rewards,No,0
BPM102235,QR Payments,No,0
BPM102235,Soundbox Alerts,Yes,20
BPM102235,Business Reports,No,0
BPM102235,Settlement History,No,0
BPM102235,Loan Dashboard,Yes,1
BPM102235,Rewards,Yes,12
BPM102236,QR Payments,No,0
BPM102236,Soundbox Alerts,No,0
BPM102236,Business Reports,No,0
BPM102236,Settlement History,No,0
BPM102236,Loan Dashboard,No,0
BPM102236,Rewards,No,0
BPM102237,QR Payments,No,0
BPM102237,Soundbox Alerts,No,0
BPM102237,Business Reports,Yes,3
BPM102237,Settlement History,Yes,5
BPM102237,Loan Dashboard,Yes,4
BPM102237,Rewards,No,0
BPM102238,QR Payments,Yes,25
BPM102238,Soundbox Alerts,Yes,18
BPM102238,Business Reports,Yes,3
BPM102238,Settlement History,No,0
BPM102238,Loan Dashboard,Yes,1
BPM102238,Rewards,No,0
BPM102239,QR Payments,Yes,28
BPM102239,Soundbox Alerts,No,0
