interaction_id,merchant_id,date,category,issue,channel,resolution_status,resolution_time_days
INT226964,BPM102044,2025-04-21,Product,Device Replacement,WhatsApp,Resolved,2.0
INT380534,BPM102044,2025-02-20,Technical,Soundbox Issues,Field Agent,Resolved,0.0
INT821932,BPM102048,2025-03-31,Product,Feature Request,In-App,Resolved,3.0
INT349365,BPM102048,2025-03-20,Product,Feature Request,Email,Resolved,4.0
INT966029,BPM102049,2025-04-24,Account,Password Reset,Field Agent,Pending,4.0
INT906790,BPM102050,2025-04-26,Account,Account Update,WhatsApp,Resolved,0.0
INT716664,BPM102050,2025-03-27,Product,New Product Inquiry,Field Agent,Resolved,3.0
INT893977,BPM102051,2025-03-17,Technical,Payment Failed,Field Agent,Pending,4.0
INT443791,BPM102051,2025-03-27,Technical,Soundbox Issues,Email,Resolved,2.0
INT469435,BPM102051,2025-03-02,Account,Account Update,In-App,Pending,14.0
INT742816,BPM102052,2025-05-14,Technical,App Crash,WhatsApp,Resolved,1.0
INT143265,BPM102052,2025-03-05,Technical,QR Code Not Working,Email,Escalated,10.0
INT169681,BPM102053,2025-03-26,Product,Pricing Query,Field Agent,Resolved,5.0
INT396312,BPM102054,2025-03-31,Technical,Payment Failed,Email,Resolved,4.0
INT483483,BPM102054,2025-05-06,Account,Account Update,In-App,Resolved,0.0
INT349773,BPM102054,2025-02-26,Financial,Transaction Dispute,In-App,Escalated,17.0
INT821124,BPM102055,2025-03-25,Product,Pricing Query,Field Agent,Escalated,14.0
INT665352,BPM102055,2025-03-15,Account,Bank Account Change,Phone,Resolved,2.0
INT668934,BPM102055,2025-04-22,Product,New Product Inquiry,In-App,Resolved,4.0
INT861044,BPM102057,2025-04-09,Financial,Transaction Dispute,Phone,Pending,13.0
INT308561,BPM102058,2025-03-05,Product,Feature Request,In-App,Pending,4.0
INT724400,BPM102059,2025-03-08,Technical,QR Code Not Working,Phone,Escalated,7.0
INT945990,BPM102059,2025-03-24,Financial,Settlement Delay,Email,Resolved,5.0
INT484776,BPM102059,2025-05-09,Account,Account Update,Field Agent,Resolved,1.0
INT190946,BPM102060,2025-04-15,Account,KYC Verification,Phone,Resolved,2.0
INT220948,BPM102061,2025-04-03,Account,Bank Account Change,In-App,Resolved,5.0
INT218868,BPM102061,2025-04-07,Technical,Payment Failed,Field Agent,Resolved,1.0
INT106650,BPM102061,2025-04-11,Product,Pricing Query,Field Agent,Resolved,5.0
INT534798,BPM102062,2025-04-17,Account,Account Update,Email,Resolved,0.0
INT933226,BPM102063,2025-02-25,Product,New Product Inquiry,In-App,Resolved,0.0
INT505780,BPM102064,2025-03-26,Account,KYC Verification,Field Agent,Escalated,11.0
INT124776,BPM102064,2025-04-15,Product,Device Replacement,Email,Resolved,1.0
INT777568,BPM102065,2025-02-06,Account,KYC Verification,Email,Customer Dropout,
INT552772,BPM102065,2025-02-05,Financial,Settlement Delay,WhatsApp,Resolved,1.0
INT873549,BPM102065,2025-02-05,Product,New Product Inquiry,Email,Resolved,4.0
INT881544,BPM102065,2025-02-17,Financial,Transaction Dispute,Phone,Customer Dropout,
INT555342,BPM102065,2025-02-17,Technical,QR Code Not Working,Phone,Customer Dropout,
INT208746,BPM102066,2025-04-16,Financial,Loan Inquiry,Phone,Escalated,10.0
INT683204,BPM102066,2025-02-25,Account,KYC Verification,Field Agent,Resolved,2.0
INT555199,BPM102066,2025-04-27,Account,Account Update,Email,Resolved,0.0
INT240615,BPM102068,2025-05-01,Technical,QR Code Not Working,Email,Pending,10.0
INT334973,BPM102069,2025-04-10,Financial,Loan Inquiry,Field Agent,Pending,3.0
INT573666,BPM102069,2025-05-19,Product,Pricing Query,In-App,Resolved,5.0
INT725995,BPM102070,2025-03-18,Account,KYC Verification,Email,Resolved,0.0
INT292222,BPM102070,2025-02-19,Account,Bank Account Change,Field Agent,Resolved,0.0
INT530176,BPM102070,2025-02-20,Product,New Product Inquiry,Field Agent,Resolved,2.0
INT235510,BPM102071,2025-05-06,Product,Feature Request,WhatsApp,Escalated,7.0
INT637139,BPM102071,2025-03-05,Technical,Soundbox Issues,WhatsApp,Resolved,0.0
INT717264,BPM102071,2025-05-16,Account,Bank Account Change,WhatsApp,Resolved,3.0
INT381343,BPM102072,2025-02-26,Account,KYC Verification,Phone,Escalated,16.0
INT655125,BPM102072,2025-05-15,Product,Device Replacement,Email,Pending,8.0
INT921552,BPM102072,2025-03-26,Account,Bank Account Change,Email,Resolved,1.0
INT376780,BPM102073,2025-05-13,Account,Password Reset,In-App,Escalated,14.0
INT183298,BPM102073,2025-03-29,Product,Pricing Query,Email,Pending,13.0
INT809141,BPM102073,2025-03-14,Account,KYC Verification,In-App,Pending,12.0
INT722737,BPM102074,2025-03-21,Product,New Product Inquiry,Email,Resolved,2.0
INT447837,BPM102074,2025-03-15,Financial,Settlement Delay,WhatsApp,Resolved,2.0
INT552478,BPM102075,2025-03-21,Product,Pricing Query,In-App,Escalated,12.0
INT470292,BPM102075,2025-04-20,Product,Device Replacement,Phone,Resolved,3.0
INT321940,BPM102075,2025-03-13,Product,Pricing Query,In-App,Resolved,0.0
INT182302,BPM102076,2025-05-10,Financial,Settlement Delay,WhatsApp,Resolved,0.0
INT293794,BPM102076,2025-05-19,Technical,QR Code Not Working,Field Agent,Resolved,0.0
INT663670,BPM102077,2025-04-25,Technical,QR Code Not Working,Email,Resolved,3.0
INT685470,BPM102078,2025-03-22,Product,Device Replacement,Phone,Resolved,3.0
INT531805,BPM102078,2025-03-17,Technical,Soundbox Issues,WhatsApp,Resolved,2.0
INT674806,BPM102078,2025-03-04,Technical,QR Code Not Working,Phone,Resolved,4.0
INT192562,BPM102079,2025-04-30,Product,Feature Request,In-App,Resolved,1.0
INT931994,BPM102079,2025-03-21,Account,Account Update,Phone,Resolved,4.0
INT274126,BPM102080,2025-02-20,Technical,Login Issues,WhatsApp,Resolved,5.0
INT634103,BPM102080,2025-04-02,Financial,Settlement Delay,Email,Resolved,3.0
INT831615,BPM102080,2025-03-25,Technical,App Crash,Phone,Pending,4.0
INT152222,BPM102081,2025-05-19,Technical,Soundbox Issues,In-App,Resolved,1.0
INT759559,BPM102081,2025-03-18,Technical,App Crash,Email,Resolved,0.0
INT669545,BPM102082,2025-03-24,Product,Pricing Query,Field Agent,Resolved,2.0
INT937604,BPM102082,2025-02-19,Account,Password Reset,Field Agent,Pending,7.0
INT754270,BPM102084,2025-05-08,Technical,Payment Failed,Phone,Pending,5.0
INT976659,BPM102084,2025-03-31,Product,Device Replacement,WhatsApp,Resolved,3.0
INT397568,BPM102084,2025-04-16,Financial,Loan Inquiry,Email,Resolved,0.0
INT684789,BPM102085,2025-03-30,Financial,Loan Inquiry,Field Agent,Resolved,1.0
INT471682,BPM102085,2025-02-23,Technical,App Crash,Phone,Resolved,5.0
INT147092,BPM102086,2025-04-29,Technical,Login Issues,Phone,Resolved,0.0
INT274164,BPM102088,2025-03-06,Product,Device Replacement,In-App,Escalated,14.0
INT238133,BPM102089,2025-03-28,Technical,Soundbox Issues,Email,Pending,4.0
INT641188,BPM102089,2025-04-14,Financial,Settlement Delay,Email,Pending,12.0
INT378106,BPM102090,2025-02-27,Account,Bank Account Change,WhatsApp,Resolved,1.0
INT932685,BPM102090,2025-02-17,Account,Password Reset,In-App,Customer Dropout,
INT828026,BPM102090,2025-02-17,Financial,Settlement Delay,In-App,Resolved,4.0
INT985741,BPM102090,2025-02-20,Technical,App Crash,Field Agent,Resolved,1.0
INT664170,BPM102090,2025-02-11,Account,Bank Account Change,In-App,Escalated,16.0
INT106843,BPM102091,2025-03-23,Technical,QR Code Not Working,In-App,Pending,3.0
INT974826,BPM102091,2025-04-23,Technical,Soundbox Issues,Phone,Resolved,0.0
INT529515,BPM102091,2025-04-29,Technical,Payment Failed,Email,Resolved,2.0
INT400713,BPM102091,2025-05-12,Product,New Product Inquiry,Phone,Pending,6.0
INT640458,BPM102093,2025-03-12,Technical,App Crash,WhatsApp,Resolved,3.0
INT933729,BPM102093,2025-03-17,Financial,Settlement Delay,Field Agent,Pending,15.0
INT258583,BPM102093,2025-04-16,Account,KYC Verification,Email,Resolved,0.0
INT857084,BPM102095,2025-04-27,Product,Device Replacement,Field Agent,Pending,3.0
INT184609,BPM102095,2025-03-17,Account,Account Update,Field Agent,Resolved,3.0
INT563917,BPM102095,2025-03-15,Account,KYC Verification,In-App,Resolved,4.0
INT456463,BPM102096,2025-04-26,Financial,Settlement Delay,WhatsApp,Pending,9.0
INT511314,BPM102098,2025-03-28,Technical,Soundbox Issues,Phone,Resolved,1.0
INT187057,BPM102098,2025-04-08,Financial,Transaction Dispute,WhatsApp,Pending,10.0
INT971854,BPM102098,2025-04-09,Account,Password Reset,WhatsApp,Resolved,4.0
INT288814,BPM102100,2025-03-20,Technical,Payment Failed,Phone,Pending,9.0
INT696605,BPM102100,2025-03-09,Financial,Transaction Dispute,Field Agent,Resolved,0.0
INT100821,BPM102101,2025-04-20,Financial,Transaction Dispute,Email,Customer Dropout,
INT596722,BPM102101,2025-04-25,Technical,Soundbox Issues,In-App,Resolved,2.0
INT270803,BPM102101,2025-05-18,Financial,Loan Inquiry,WhatsApp,Customer Dropout,
INT189255,BPM102101,2025-04-15,Product,Device Replacement,Phone,Pending,10.0
INT209866,BPM102102,2025-05-19,Account,KYC Verification,Field Agent,Resolved,3.0
INT647865,BPM102102,2025-04-01,Product,Pricing Query,Field Agent,Resolved,4.0
INT899211,BPM102103,2025-04-30,Product,New Product Inquiry,Email,Resolved,1.0
INT320778,BPM102104,2025-04-28,Technical,Payment Failed,Phone,Escalated,7.0
INT885991,BPM102104,2025-05-08,Financial,Transaction Dispute,In-App,Resolved,5.0
INT161574,BPM102104,2025-05-02,Financial,Loan Inquiry,Phone,Pending,15.0
INT914633,BPM102105,2025-05-09,Financial,Loan Inquiry,Email,Pending,13.0
INT497227,BPM102106,2025-03-11,Product,Device Replacement,Email,Resolved,2.0
INT202460,BPM102107,2025-03-23,Financial,Loan Inquiry,Email,Resolved,1.0
INT722280,BPM102107,2025-03-03,Account,Account Update,Phone,Resolved,4.0
INT834342,BPM102108,2025-05-06,Financial,Loan Inquiry,Field Agent,Resolved,1.0
INT282941,BPM102108,2025-05-07,Product,Feature Request,Field Agent,Pending,8.0
INT804406,BPM102108,2025-02-28,Account,Bank Account Change,WhatsApp,Pending,6.0
INT459137,BPM102109,2025-05-09,Financial,Transaction Dispute,Phone,Resolved,2.0
INT834436,BPM102110,2025-05-17,Product,Device Replacement,Field Agent,Resolved,2.0
INT713272,BPM102110,2025-02-21,Account,Account Update,In-App,Resolved,1.0
INT887850,BPM102110,2025-04-20,Account,KYC Verification,Field Agent,Resolved,0.0
INT684964,BPM102111,2025-03-07,Account,KYC Verification,Field Agent,Resolved,1.0
INT354210,BPM102111,2025-03-25,Account,Account Update,Phone,Resolved,0.0
INT360937,BPM102111,2025-03-03,Product,Device Replacement,Field Agent,Resolved,5.0
INT764071,BPM102112,2025-04-19,Product,Pricing Query,In-App,Resolved,5.0
INT556925,BPM102114,2025-02-23,Financial,Settlement Delay,Phone,Resolved,0.0
INT332215,BPM102114,2025-04-11,Financial,Transaction Dispute,WhatsApp,Escalated,18.0
INT474945,BPM102114,2025-04-30,Product,Pricing Query,Phone,Escalated,13.0
INT510185,BPM102115,2025-05-12,Technical,Login Issues,In-App,Pending,5.0
INT618080,BPM102115,2025-05-15,Technical,App Crash,Email,Resolved,1.0
INT441526,BPM102115,2025-04-12,Product,Device Replacement,In-App,Resolved,4.0
INT374322,BPM102115,2025-05-19,Financial,Refund Request,WhatsApp,Pending,3.0
INT530040,BPM102117,2025-05-03,Account,Bank Account Change,In-App,Pending,8.0
INT392528,BPM102117,2025-05-11,Technical,App Crash,Phone,Resolved,4.0
INT133787,BPM102117,2025-05-09,Technical,App Crash,Field Agent,Pending,5.0
INT649120,BPM102118,2025-05-04,Product,Feature Request,WhatsApp,Resolved,2.0
INT381358,BPM102118,2025-02-24,Account,Password Reset,Phone,Resolved,3.0
INT818694,BPM102119,2025-02-22,Financial,Transaction Dispute,WhatsApp,Escalated,19.0
INT293960,BPM102120,2025-04-16,Technical,Soundbox Issues,WhatsApp,Resolved,5.0
INT269400,BPM102120,2025-03-21,Account,Password Reset,Phone,Resolved,1.0
INT283128,BPM102120,2025-03-24,Product,Pricing Query,Field Agent,Resolved,5.0
INT272819,BPM102121,2025-04-09,Financial,Transaction Dispute,Email,Resolved,5.0
INT168007,BPM102121,2025-04-02,Product,Feature Request,WhatsApp,Pending,14.0
INT393212,BPM102122,2025-04-28,Product,Device Replacement,In-App,Resolved,1.0
INT215562,BPM102122,2025-02-26,Technical,App Crash,Email,Pending,8.0
INT189863,BPM102123,2024-12-29,Financial,Refund Request,In-App,Resolved,2.0
INT906383,BPM102123,2024-12-31,Technical,Soundbox Issues,Phone,Customer Dropout,
INT513245,BPM102123,2024-12-18,Technical,QR Code Not Working,Email,Pending,4.0
INT718171,BPM102123,2024-12-10,Financial,Refund Request,Field Agent,Pending,7.0
INT545034,BPM102124,2025-03-22,Technical,QR Code Not Working,WhatsApp,Resolved,0.0
INT895515,BPM102124,2025-03-04,Financial,Settlement Delay,Email,Resolved,1.0
INT635022,BPM102124,2025-02-21,Account,Bank Account Change,In-App,Resolved,3.0
INT416305,BPM102125,2025-04-19,Account,KYC Verification,In-App,Resolved,4.0
INT824714,BPM102126,2025-04-23,Product,Pricing Query,Field Agent,Resolved,4.0
INT663371,BPM102126,2025-04-02,Financial,Settlement Delay,Field Agent,Resolved,2.0
INT580056,BPM102127,2025-05-14,Account,Bank Account Change,Field Agent,Resolved,1.0
INT614075,BPM102127,2025-04-09,Technical,Payment Failed,In-App,Pending,9.0
INT944849,BPM102128,2025-04-06,Technical,Login Issues,Field Agent,Resolved,0.0
INT774504,BPM102128,2025-03-16,Account,Account Update,Field Agent,Resolved,1.0
INT596100,BPM102128,2025-05-05,Product,Feature Request,Field Agent,Resolved,1.0
INT127973,BPM102129,2025-03-21,Technical,Login Issues,In-App,Resolved,4.0
INT891893,BPM102129,2025-02-21,Financial,Settlement Delay,In-App,Resolved,1.0
INT297526,BPM102129,2025-02-21,Technical,Payment Failed,WhatsApp,Escalated,9.0
INT270061,BPM102130,2025-05-10,Technical,QR Code Not Working,WhatsApp,Resolved,4.0
INT400942,BPM102130,2025-02-18,Product,Pricing Query,Phone,Resolved,1.0
INT339541,BPM102131,2025-03-31,Product,New Product Inquiry,WhatsApp,Resolved,1.0
INT847015,BPM102131,2025-03-19,Account,KYC Verification,Phone,Resolved,1.0
INT278083,BPM102132,2025-04-01,Product,New Product Inquiry,In-App,Pending,7.0
INT905247,BPM102133,2025-04-13,Financial,Loan Inquiry,Phone,Pending,14.0
INT228118,BPM102133,2025-05-14,Product,Pricing Query,Phone,Resolved,5.0
INT331688,BPM102133,2025-04-16,Account,Account Update,Phone,Pending,10.0
INT937765,BPM102136,2025-04-22,Product,Device Replacement,Email,Resolved,5.0
INT349016,BPM102137,2025-04-14,Product,Pricing Query,Field Agent,Resolved,2.0
INT289152,BPM102137,2025-04-14,Account,KYC Verification,Email,Resolved,2.0
INT958050,BPM102138,2025-04-26,Technical,App Crash,Field Agent,Resolved,5.0
INT793844,BPM102139,2025-04-30,Financial,Loan Inquiry,Phone,Resolved,3.0
INT867464,BPM102139,2025-03-10,Product,Pricing Query,WhatsApp,Resolved,4.0
INT218276,BPM102139,2025-03-20,Technical,QR Code Not Working,In-App,Resolved,0.0
INT793331,BPM102140,2025-03-14,Product,Pricing Query,Phone,Resolved,0.0
INT650311,BPM102140,2025-04-22,Technical,Login Issues,In-App,Resolved,5.0
INT497948,BPM102141,2025-04-15,Technical,App Crash,Phone,Resolved,3.0
INT770391,BPM102141,2025-04-10,Product,Device Replacement,Field Agent,Resolved,4.0
INT448246,BPM102142,2025-03-29,Account,Bank Account Change,WhatsApp,Resolved,2.0
INT256169,BPM102142,2025-04-14,Technical,App Crash,Email,Escalated,12.0
INT515099,BPM102142,2025-04-23,Financial,Transaction Dispute,WhatsApp,Resolved,3.0
INT361944,BPM102143,2025-05-14,Account,Password Reset,Phone,Resolved,4.0
INT391285,BPM102143,2025-03-01,Financial,Transaction Dispute,Field Agent,Resolved,2.0
INT499365,BPM102143,2025-03-23,Technical,App Crash,Field Agent,Escalated,20.0
INT325475,BPM102144,2025-02-19,Technical,App Crash,In-App,Pending,5.0
INT142820,BPM102145,2025-04-06,Product,New Product Inquiry,Email,Pending,9.0
INT549023,BPM102145,2025-03-20,Financial,Settlement Delay,In-App,Resolved,1.0
INT218129,BPM102145,2025-05-08,Product,Pricing Query,In-App,Resolved,5.0
INT446485,BPM102148,2025-03-20,Account,KYC Verification,In-App,Resolved,1.0
INT974547,BPM102148,2025-05-15,Product,New Product Inquiry,Phone,Resolved,3.0
INT139606,BPM102148,2025-05-14,Account,Password Reset,Phone,Pending,15.0
INT559120,BPM102148,2025-04-05,Account,Bank Account Change,Email,Escalated,17.0
INT673716,BPM102149,2025-05-16,Product,Feature Request,Phone,Pending,7.0
INT238775,BPM102150,2025-02-24,Technical,Login Issues,Field Agent,Resolved,5.0
INT431756,BPM102150,2025-05-16,Technical,Soundbox Issues,In-App,Resolved,2.0
INT619087,BPM102150,2025-04-19,Account,Bank Account Change,Email,Resolved,0.0
INT384636,BPM102151,2025-05-10,Product,Pricing Query,In-App,Resolved,0.0
INT120220,BPM102152,2025-03-28,Financial,Loan Inquiry,WhatsApp,Resolved,1.0
INT525680,BPM102152,2025-03-31,Technical,App Crash,Email,Resolved,2.0
INT744120,BPM102156,2025-05-15,Product,Feature Request,Field Agent,Resolved,5.0
INT265962,BPM102156,2025-02-22,Account,KYC Verification,In-App,Escalated,14.0
INT271630,BPM102157,2025-04-04,Account,Password Reset,Email,Pending,3.0
INT225829,BPM102157,2025-05-06,Account,KYC Verification,Phone,Resolved,3.0
INT560875,BPM102157,2025-03-31,Product,New Product Inquiry,WhatsApp,Resolved,2.0
INT731484,BPM102158,2025-03-17,Account,Bank Account Change,Phone,Resolved,5.0
INT947346,BPM102159,2025-05-01,Product,New Product Inquiry,Email,Resolved,3.0
INT269539,BPM102159,2025-05-04,Product,New Product Inquiry,Field Agent,Pending,5.0
INT151038,BPM102159,2025-04-05,Product,Device Replacement,Email,Resolved,0.0
INT706708,BPM102160,2025-03-21,Account,Bank Account Change,Phone,Escalated,12.0
INT435420,BPM102160,2025-04-07,Technical,Soundbox Issues,WhatsApp,Resolved,5.0
INT444308,BPM102160,2025-05-05,Account,KYC Verification,In-App,Pending,12.0
INT825099,BPM102161,2025-03-24,Technical,Payment Failed,Phone,Escalated,10.0
INT714937,BPM102161,2025-04-27,Product,New Product Inquiry,Phone,Resolved,5.0
INT331062,BPM102164,2025-03-12,Financial,Settlement Delay,In-App,Resolved,0.0
INT542619,BPM102164,2025-04-03,Technical,App Crash,Field Agent,Escalated,19.0
INT983202,BPM102165,2025-02-23,Product,Feature Request,Field Agent,Pending,8.0
INT996261,BPM102165,2025-03-23,Technical,QR Code Not Working,In-App,Pending,14.0
INT852706,BPM102165,2025-04-05,Product,Device Replacement,Field Agent,Escalated,7.0
INT356404,BPM102165,2025-02-26,Product,Device Replacement,WhatsApp,Resolved,2.0
INT444226,BPM102166,2025-05-12,Account,Account Update,Email,Escalated,10.0
INT660014,BPM102167,2025-04-16,Product,New Product Inquiry,Field Agent,Pending,9.0
INT169281,BPM102167,2025-02-28,Technical,Payment Failed,Field Agent,Pending,6.0
INT768093,BPM102167,2025-02-25,Account,Bank Account Change,Field Agent,Escalated,12.0
INT161265,BPM102167,2025-04-01,Account,KYC Verification,Phone,Resolved,3.0
INT383071,BPM102168,2025-04-22,Account,Password Reset,In-App,Resolved,0.0
INT390382,BPM102168,2025-05-18,Product,Pricing Query,Email,Resolved,3.0
INT242082,BPM102168,2025-03-24,Technical,Login Issues,Field Agent,Resolved,1.0
INT210310,BPM102169,2025-04-03,Technical,Payment Failed,Email,Resolved,3.0
INT173080,BPM102170,2025-05-09,Account,KYC Verification,Field Agent,Resolved,5.0
INT197616,BPM102170,2025-05-02,Account,KYC Verification,Email,Resolved,4.0
INT746367,BPM102170,2025-03-14,Product,New Product Inquiry,In-App,Escalated,17.0
INT731609,BPM102171,2025-04-03,Financial,Settlement Delay,WhatsApp,Resolved,3.0
INT638525,BPM102172,2025-05-01,Account,Password Reset,Email,Escalated,8.0
INT387675,BPM102173,2025-03-23,Technical,Payment Failed,Field Agent,Resolved,1.0
INT808560,BPM102173,2025-03-05,Account,Account Update,In-App,Escalated,17.0
INT937832,BPM102173,2025-03-08,Financial,Transaction Dispute,Field Agent,Resolved,1.0
INT754048,BPM102174,2025-05-08,Product,New Product Inquiry,Email,Resolved,3.0
INT373676,BPM102174,2025-05-13,Product,Device Replacement,Field Agent,Resolved,0.0
INT871266,BPM102174,2025-03-10,Account,Password Reset,Email,Resolved,4.0
INT623403,BPM102175,2025-04-27,Technical,Payment Failed,Phone,Resolved,0.0
INT101532,BPM102175,2025-04-25,Financial,Settlement Delay,WhatsApp,Resolved,5.0
INT741208,BPM102177,2025-05-18,Financial,Refund Request,Email,Pending,6.0
INT571966,BPM102179,2025-05-15,Financial,Transaction Dispute,Phone,Escalated,20.0
INT281532,BPM102179,2025-03-14,Technical,App Crash,Email,Pending,11.0
INT761284,BPM102179,2025-03-20,Technical,Payment Failed,WhatsApp,Resolved,1.0
INT709790,BPM102180,2025-05-19,Technical,Soundbox Issues,Phone,Resolved,3.0
INT664771,BPM102184,2025-04-05,Financial,Settlement Delay,Email,Resolved,4.0
INT681380,BPM102184,2025-03-09,Financial,Settlement Delay,In-App,Pending,9.0
INT656843,BPM102184,2025-05-17,Product,New Product Inquiry,Email,Resolved,2.0
INT825892,BPM102185,2025-03-15,Technical,QR Code Not Working,Field Agent,Resolved,2.0
INT591717,BPM102185,2025-03-23,Technical,Payment Failed,Field Agent,Resolved,3.0
INT242879,BPM102185,2025-03-20,Financial,Settlement Delay,In-App,Resolved,5.0
INT587563,BPM102186,2025-04-18,Account,Account Update,Email,Pending,13.0
INT552533,BPM102186,2025-04-29,Product,Pricing Query,WhatsApp,Resolved,2.0
INT135214,BPM102186,2025-04-13,Financial,Refund Request,Phone,Resolved,0.0
INT962718,BPM102187,2025-05-12,Account,Account Update,WhatsApp,Pending,14.0
INT946458,BPM102188,2025-03-26,Product,Device Replacement,Phone,Resolved,2.0
INT272208,BPM102188,2025-03-09,Product,New Product Inquiry,Email,Resolved,1.0
INT845804,BPM102190,2025-04-16,Financial,Loan Inquiry,Field Agent,Resolved,4.0
INT837269,BPM102192,2025-05-14,Account,Bank Account Change,Field Agent,Escalated,14.0
INT398050,BPM102192,2025-03-18,Product,Pricing Query,WhatsApp,Resolved,4.0
INT270123,BPM102192,2025-04-25,Technical,Payment Failed,In-App,Resolved,4.0
INT380807,BPM102193,2025-05-06,Technical,App Crash,WhatsApp,Resolved,2.0
INT412534,BPM102193,2025-04-03,Technical,Soundbox Issues,Phone,Escalated,7.0
INT771343,BPM102193,2025-03-05,Financial,Loan Inquiry,WhatsApp,Resolved,4.0
INT485999,BPM102193,2025-04-05,Financial,Refund Request,Email,Resolved,1.0
INT506095,BPM102194,2025-02-18,Account,Account Update,Field Agent,Resolved,1.0
INT927759,BPM102197,2025-04-06,Product,Pricing Query,Email,Resolved,5.0
INT679048,BPM102197,2025-04-24,Account,KYC Verification,In-App,Resolved,0.0
INT241649,BPM102197,2025-04-14,Technical,QR Code Not Working,Phone,Pending,8.0
INT465251,BPM102198,2025-05-11,Technical,Payment Failed,Field Agent,Resolved,0.0
INT931942,BPM102198,2025-05-19,Account,Bank Account Change,In-App,Pending,3.0
INT747116,BPM102200,2025-05-04,Financial,Transaction Dispute,Phone,Resolved,5.0
INT148151,BPM102200,2025-03-03,Product,New Product Inquiry,Email,Resolved,4.0
INT935033,BPM102200,2025-02-27,Financial,Loan Inquiry,Email,Pending,9.0
INT226802,BPM102202,2025-05-16,Product,Pricing Query,Phone,Pending,4.0
INT933162,BPM102203,2025-04-18,Technical,Soundbox Issues,Phone,Escalated,8.0
INT110110,BPM102204,2025-04-24,Product,New Product Inquiry,Email,Escalated,13.0
INT762740,BPM102204,2025-05-11,Financial,Refund Request,WhatsApp,Resolved,0.0
INT525051,BPM102204,2025-04-21,Financial,Refund Request,In-App,Resolved,2.0
INT103080,BPM102205,2025-04-22,Account,Password Reset,WhatsApp,Escalated,14.0
INT191138,BPM102205,2025-03-01,Product,Pricing Query,Field Agent,Resolved,5.0
INT432114,BPM102207,2025-03-23,Account,KYC Verification,WhatsApp,Resolved,2.0
INT572305,BPM102208,2025-05-13,Product,Pricing Query,Field Agent,Escalated,15.0
INT448107,BPM102208,2025-04-21,Account,KYC Verification,In-App,Resolved,0.0
INT264183,BPM102209,2025-02-25,Account,KYC Verification,Phone,Resolved,2.0
INT485275,BPM102209,2025-03-27,Account,KYC Verification,WhatsApp,Resolved,2.0
INT267816,BPM102209,2025-04-20,Account,Bank Account Change,In-App,Resolved,0.0
INT315974,BPM102211,2025-02-24,Financial,Transaction Dispute,Email,Resolved,0.0
INT459395,BPM102211,2025-03-20,Account,KYC Verification,WhatsApp,Resolved,0.0
INT938139,BPM102213,2025-04-08,Account,Account Update,Phone,Resolved,4.0
INT382864,BPM102214,2025-02-26,Financial,Refund Request,Email,Pending,12.0
INT690629,BPM102214,2025-04-15,Technical,Payment Failed,Phone,Pending,7.0
INT429426,BPM102214,2025-04-05,Financial,Loan Inquiry,In-App,Pending,9.0
INT560341,BPM102216,2025-02-26,Financial,Transaction Dispute,WhatsApp,Resolved,4.0
INT679807,BPM102217,2025-03-17,Account,Password Reset,In-App,Pending,12.0
INT715016,BPM102217,2025-04-19,Financial,Loan Inquiry,Phone,Resolved,2.0
INT935680,BPM102217,2025-03-10,Technical,Login Issues,Email,Resolved,4.0
INT166088,BPM102218,2025-03-04,Product,New Product Inquiry,In-App,Resolved,0.0
INT168493,BPM102218,2025-05-13,Financial,Transaction Dispute,Email,Resolved,0.0
INT263077,BPM102218,2025-02-24,Product,New Product Inquiry,Phone,Pending,11.0
INT330268,BPM102220,2025-04-19,Account,Account Update,Phone,Resolved,2.0
INT881215,BPM102222,2025-02-21,Product,Feature Request,WhatsApp,Pending,6.0
INT307978,BPM102222,2025-03-24,Product,New Product Inquiry,Field Agent,Resolved,4.0
INT969660,BPM102222,2025-03-21,Technical,Login Issues,WhatsApp,Resolved,1.0
INT709878,BPM102223,2025-05-07,Financial,Settlement Delay,WhatsApp,Resolved,5.0
INT464129,BPM102223,2025-05-14,Product,New Product Inquiry,Email,Resolved,5.0
INT426858,BPM102223,2025-04-11,Product,Pricing Query,Phone,Resolved,5.0
INT651045,BPM102224,2025-05-10,Financial,Loan Inquiry,Field Agent,Pending,9.0
INT968291,BPM102226,2025-02-26,Product,New Product Inquiry,Field Agent,Resolved,0.0
INT619358,BPM102227,2025-03-08,Technical,App Crash,In-App,Resolved,3.0
INT518613,BPM102227,2025-03-07,Product,Feature Request,Phone,Resolved,3.0
INT234856,BPM102228,2025-02-21,Financial,Settlement Delay,WhatsApp,Resolved,2.0
INT302097,BPM102228,2025-03-20,Account,Bank Account Change,In-App,Resolved,4.0
INT840628,BPM102229,2025-04-10,Financial,Refund Request,Field Agent,Resolved,5.0
INT288740,BPM102230,2025-04-26,Technical,App Crash,In-App,Resolved,5.0
INT570287,BPM102231,2025-03-24,Product,New Product Inquiry,Field Agent,Escalated,17.0
INT388480,BPM102231,2025-02-23,Technical,Login Issues,Field Agent,Resolved,1.0
INT993998,BPM102232,2025-03-25,Technical,App Crash,In-App,Resolved,3.0
INT910921,BPM102232,2025-03-22,Product,Device Replacement,Field Agent,Resolved,5.0
INT777775,BPM102232,2025-03-09,Technical,Soundbox Issues,Email,Resolved,0.0
