loan_id,merchant_id,approval_date,end_date,loan_type,loan_amount,interest_rate,loan_term_months,monthly_installment,amount_paid,remaining_amount,status
LN89356,BPM102121,2025-02-27,2025-11-24,Business Expansion,291000,15.72,9,34488,336745.2,0.0,Paid
LN52895,BPM102121,2023-11-18,2024-02-16,Inventory Financing,109000,19.78,3,37538,130560.2,0.0,Paid
LN68636,BPM102121,2023-08-15,,Short Term Cash Flow,72000,14.88,18,4488,40392.0,42321.6,Active
LN25513,BPM102125,2023-05-21,2023-08-19,Inventory Financing,140000,23.14,3,48478,172396.0,0.0,Paid
LN56356,BPM102125,2024-08-19,,Short Term Cash Flow,65000,15.81,12,5892,35352.0,39924.5,Active
LN14309,BPM102126,2024-04-08,2025-01-03,Inventory Financing,291000,15.58,9,34468,336337.8,0.0,Paid
LN77430,BPM102128,2025-01-03,,Equipment Purchase,167000,18.39,6,29345,88035.0,109676.3,Active
LN43759,BPM102131,2023-12-18,2024-12-12,Short Term Cash Flow,87000,14.27,12,7823,99414.9,0.0,Paid
LN65964,BPM102131,2024-12-12,2025-06-10,Inventory Financing,436000,18.43,6,76622,516354.8,0.0,Paid
LN10395,BPM102131,2023-02-10,,Equipment Purchase,243000,15.42,18,15208,136872.0,143598.6,Active
LN22760,BPM102132,2024-04-19,2025-10-11,Equipment Purchase,199000,15.72,18,12482,230282.8,0.0,Paid
LN94602,BPM102132,2023-07-08,,Short Term Cash Flow,64000,15.27,12,5785,34710.0,39062.8,Active
LN86420,BPM102133,2024-06-18,2024-09-16,Equipment Purchase,210000,18.98,3,72226,249858.0,0.0,Paid
LN68674,BPM102133,2024-02-11,2024-08-09,Short Term Cash Flow,53000,17.55,6,9291,62301.5,0.0,Paid
LN57711,BPM102133,2024-07-21,2025-07-16,Working Capital,51000,14.09,12,4581,58185.9,0.0,Paid
LN43100,BPM102136,2024-03-20,2024-06-18,Equipment Purchase,187000,23.7,3,64812,231319.0,0.0,Paid
LN36613,BPM102136,2024-09-08,,Business Expansion,405000,20.86,6,71666,214998.0,274485.0,Active
LN36539,BPM102139,2024-05-04,2025-10-26,Business Expansion,705000,15.62,18,44187,815121.0,0.0,Paid
LN67704,BPM102139,2024-09-17,,Equipment Purchase,200000,16.57,9,23785,95140.0,138000.0,Active
LN82791,BPM102140,2024-03-06,,Working Capital,169000,21.17,3,58333,58333.0,146444.3,Active
LN96111,BPM102142,2024-03-12,2024-09-08,Business Expansion,343000,17.99,6,60203,404705.7,0.0,Paid
LN95373,BPM102144,2025-04-15,2025-10-12,Business Expansion,249000,20.79,6,44052,300767.1,0.0,Paid
LN85606,BPM102144,2024-10-05,2025-03-04,Working Capital,156000,15.9,12,14147,84882.0,95922.0,Default
LN48552,BPM102144,2022-05-02,,Equipment Purchase,137000,23.2,3,47444,47444.0,121340.0,Default
LN13608,BPM102150,2023-06-07,2023-12-04,Working Capital,106000,18.7,6,18643,125822.0,0.0,Paid
LN24126,BPM102150,2023-05-03,2023-08-01,Equipment Purchase,293000,22.08,3,101283,357694.4,0.0,Paid
LN94267,BPM102150,2022-12-01,2023-08-28,Inventory Financing,226000,17.79,9,27009,266205.4,0.0,Paid
LN22794,BPM102150,2022-09-13,2023-09-08,Inventory Financing,172000,17.47,12,15726,202048.4,0.0,Paid
LN43294,BPM102150,2023-01-08,,Inventory Financing,114000,14.06,18,7062,63558.0,66470.4,Active
LN23983,BPM102154,2024-11-07,,Equipment Purchase,221000,16.04,6,38576,115728.0,140720.4,Active
LN77011,BPM102156,2024-07-28,,Short Term Cash Flow,44000,21.56,6,7801,23403.0,30083.4,Active
LN78831,BPM102160,2024-04-29,,Equipment Purchase,300000,17.99,12,27503,165018.0,188952.0,Active
LN85569,BPM102162,2024-03-10,2025-03-05,Equipment Purchase,162000,16.39,12,14728,188551.8,0.0,Paid
LN45631,BPM102164,2024-06-16,2024-12-13,Equipment Purchase,273000,18.56,6,47995,323668.8,0.0,Paid
LN58108,BPM102164,2025-01-27,,Inventory Financing,165000,20.47,3,56887,56887.0,141888.5,Active
LN17927,BPM102169,2024-11-23,2025-05-22,Equipment Purchase,239000,18.57,6,42018,283382.3,0.0,Paid
LN85064,BPM102170,2025-01-29,,Business Expansion,774000,18.07,6,135884,407652.0,506209.8,Active
LN77884,BPM102176,2024-07-27,,Inventory Financing,58000,17.72,9,6930,27720.0,40557.6,Active
LN79996,BPM102180,2023-08-29,2024-08-23,Inventory Financing,443000,15.71,12,40133,512595.3,0.0,Paid
LN82028,BPM102180,2024-09-02,2024-12-31,Inventory Financing,457000,19.02,9,54886,219544.0,324377.4,Default
LN37662,BPM102180,2023-10-16,2024-01-14,Working Capital,176000,18.28,3,60463,208172.8,0.0,Paid
LN11705,BPM102180,2024-04-04,,Inventory Financing,296000,19.31,3,101859,101859.0,251298.6,Active
LN50390,BPM102184,2023-07-02,2023-09-30,Working Capital,42000,20.21,3,14474,50488.2,0.0,Paid
LN34716,BPM102184,2025-01-11,,Short Term Cash Flow,48000,15.68,12,4348,26088.0,29438.4,Active
LN50104,BPM102187,2023-06-25,,Short Term Cash Flow,84000,14.03,12,7543,45258.0,50527.2,Active
LN70180,BPM102190,2025-02-06,,Business Expansion,471000,16.94,6,82424,247272.0,303515.4,Active
LN96452,BPM102196,2023-07-14,2024-07-08,Inventory Financing,420000,17.37,12,38380,492954.0,0.0,Paid
LN19288,BPM102196,2023-01-10,2024-07-03,Short Term Cash Flow,94000,15.99,18,5908,109030.6,0.0,Paid
LN28124,BPM102198,2024-08-03,,Working Capital,171000,17.17,9,20385,81540.0,118820.7,Active
LN64181,BPM102201,2023-09-26,2023-12-25,Working Capital,106000,21.44,3,36603,128726.4,0.0,Paid
LN97366,BPM102201,2024-01-03,2024-04-02,Inventory Financing,248000,20.12,3,85454,297897.6,0.0,Paid
LN87509,BPM102201,2024-07-11,,Inventory Financing,288000,21.26,6,51020,153060.0,196168.8,Active
LN64580,BPM102204,2023-06-15,2024-03-11,Short Term Cash Flow,45000,16.24,9,5344,52308.0,0.0,Paid
LN54752,BPM102204,2024-05-01,2025-04-26,Equipment Purchase,226000,14.42,12,20337,258589.2,0.0,Paid
LN77788,BPM102204,2024-09-20,,Equipment Purchase,221000,14.66,18,13752,123768.0,129630.6,Active
LN21137,BPM102207,2023-03-28,,Equipment Purchase,188000,21.96,6,33371,100113.0,129171.8,Active
LN95165,BPM102210,2024-10-31,,Working Capital,100000,15.78,9,11854,47416.0,68364.0,Default
LN20135,BPM102215,2023-10-14,2024-01-12,Working Capital,99000,19.61,3,34084,118413.9,0.0,Paid
LN96155,BPM102217,2023-05-30,2024-02-24,Business Expansion,552000,19.15,9,66330,657708.0,0.0,Paid
LN34890,BPM102217,2024-11-04,2025-10-30,Business Expansion,170000,14.64,12,15315,194888.0,0.0,Paid
LN91865,BPM102217,2024-08-27,,Business Expansion,281000,15.42,18,17586,158274.0,166056.2,Active
LN16501,BPM102218,2024-05-02,,Equipment Purchase,278000,16.94,12,25347,152082.0,173011.2,Active
LN31627,BPM102222,2023-10-23,2025-04-15,Equipment Purchase,152000,13.17,18,9352,172018.4,0.0,Paid
LN99288,BPM102222,2024-06-08,2025-03-05,Business Expansion,968000,18.23,9,115889,1144466.4,0.0,Paid
LN90819,BPM102222,2024-08-17,2025-02-13,Equipment Purchase,200000,20.72,6,35377,241440.0,0.0,Paid
LN51795,BPM102222,2024-07-19,,Working Capital,84000,15.29,12,7593,45558.0,51285.6,Active
LN55459,BPM102223,2023-12-26,,Business Expansion,715000,15.0,18,44605,401445.0,420805.0,Active
LN13602,BPM102226,2025-02-11,2025-11-08,Equipment Purchase,89000,18.86,9,10682,105785.4,0.0,Paid
LN89776,BPM102226,2024-07-27,,Working Capital,153000,18.91,6,26925,80775.0,101157.3,Active
LN72765,BPM102229,2025-01-22,2025-07-21,Business Expansion,668000,16.18,6,116646,776082.4,0.0,Paid
LN25529,BPM102229,2024-11-24,2025-08-21,Inventory Financing,367000,17.99,9,43895,433023.3,0.0,Paid
LN11581,BPM102229,2024-03-01,2024-11-26,Short Term Cash Flow,65000,15.25,9,7689,74912.5,0.0,Paid
LN30391,BPM102231,2024-09-07,,Inventory Financing,394000,13.95,18,24385,219465.0,229498.0,Active
LN86730,BPM102235,2023-12-19,2024-12-13,Inventory Financing,343000,15.43,12,31028,395924.9,0.0,Paid
LN89753,BPM102235,2023-11-17,2024-08-13,Business Expansion,565000,15.2,9,66820,650880.0,0.0,Paid
LN85103,BPM102235,2022-07-31,2023-01-27,Short Term Cash Flow,97000,19.77,6,17112,116176.9,0.0,Paid
LN88237,BPM102235,2023-02-19,,Equipment Purchase,187000,20.2,3,64444,64444.0,160330.0,Active
LN93905,BPM102237,2023-12-28,2024-12-22,Equipment Purchase,235000,14.62,12,21169,269357.0,0.0,Paid
LN33641,BPM102237,2024-08-17,,Working Capital,91000,18.94,9,10926,43704.0,64531.4,Active
LN75317,BPM102238,2023-01-26,2023-04-26,Working Capital,108000,18.41,3,37110,127882.8,0.0,Paid
LN38123,BPM102238,2023-05-18,2024-11-08,Business Expansion,786000,15.43,18,49194,907279.8,0.0,Paid
LN23915,BPM102238,2023-04-01,2024-09-22,Inventory Financing,103000,13.69,18,6362,117100.7,0.0,Paid
LN87013,BPM102243,2024-06-09,2025-03-06,Equipment Purchase,161000,19.07,9,19340,191702.7,0.0,Paid
LN64585,BPM102243,2023-07-02,2024-12-23,Short Term Cash Flow,82000,15.45,18,5133,94669.0,0.0,Paid
LN40657,BPM102243,2023-03-18,,Inventory Financing,147000,15.54,12,13305,79830.0,90013.8,Active
LN32547,BPM102245,2024-12-13,,Equipment Purchase,202000,16.08,9,23975,95900.0,138581.6,Active
LN28723,BPM102246,2023-06-26,,Business Expansion,589000,18.41,6,103505,310515.0,386919.9,Active
LN58015,BPM102250,2023-09-27,,Short Term Cash Flow,72000,17.41,6,12617,37851.0,46684.2,Active
LN43485,BPM102251,2024-03-08,,Inventory Financing,331000,19.11,3,113866,113866.0,280388.1,Default
LN79937,BPM102254,2024-01-28,2025-01-22,Equipment Purchase,92000,14.82,12,8296,105634.4,0.0,Paid
LN89731,BPM102254,2024-07-18,,Business Expansion,894000,16.51,12,81329,487974.0,553625.4,Active
LN97477,BPM102255,2024-02-27,2025-02-21,Inventory Financing,419000,15.11,12,37840,482310.9,0.0,Paid
LN74131,BPM102255,2023-12-21,2024-09-16,Working Capital,52000,19.43,9,6256,62103.6,0.0,Paid
LN15666,BPM102255,2024-01-29,,Equipment Purchase,173000,14.69,12,15589,93534.0,104879.7,Active
LN21169,BPM102256,2024-12-02,,Working Capital,30000,13.82,18,1855,16695.0,17451.0,Active
LN51129,BPM102259,2024-04-26,2024-07-25,Short Term Cash Flow,47000,23.28,3,16278,16278.0,41663.6,Default
LN84320,BPM102259,2024-01-07,2024-02-06,Business Expansion,930000,17.14,9,110853,443412.0,645990.0,Default
LN62216,BPM102259,2023-01-16,2023-07-15,Short Term Cash Flow,86000,21.71,6,15254,104670.6,0.0,Paid
LN67290,BPM102259,2023-12-08,,Business Expansion,553000,15.65,18,34668,312012.0,327532.5,Default
LN93103,BPM102262,2024-04-26,2024-09-23,Working Capital,71000,16.79,6,12420,37260.0,45660.9,Default
LN25214,BPM102262,2024-12-14,,Business Expansion,227000,14.99,18,14160,127440.0,133587.3,Active
LN49880,BPM102270,2024-03-29,,Equipment Purchase,249000,15.08,9,29434,117736.0,168813.2,Active
LN27811,BPM102273,2023-10-16,2024-01-14,Equipment Purchase,277000,18.79,3,95240,95240.0,233808.3,Default
LN26019,BPM102273,2024-03-26,2024-07-24,Equipment Purchase,228000,19.72,6,40215,120645.0,152316.6,Default
LN36002,BPM102275,2024-08-15,,Short Term Cash Flow,88000,13.58,18,5431,48879.0,51071.4,Active
LN10205,BPM102278,2024-06-23,,Equipment Purchase,287000,17.22,12,26206,157236.0,179185.4,Active
LN84269,BPM102285,2024-05-30,2025-02-24,Business Expansion,801000,16.59,9,95265,933885.9,0.0,Paid
LN56930,BPM102285,2024-12-23,,Equipment Purchase,174000,15.08,18,10862,97758.0,102481.2,Active
LN56523,BPM102286,2023-05-05,,Business Expansion,140000,20.95,6,24780,74340.0,94990.0,Default
LN24089,BPM102289,2023-04-22,2024-01-17,Inventory Financing,313000,17.48,9,37360,367712.4,0.0,Paid
LN74982,BPM102289,2024-03-19,2025-09-10,Inventory Financing,86000,13.76,18,5315,97833.6,0.0,Paid
LN22058,BPM102289,2024-09-30,2025-09-25,Business Expansion,268000,16.32,12,24356,311737.6,0.0,Paid
LN57249,BPM102290,2025-01-09,2026-07-03,Short Term Cash Flow,44000,15.18,18,2749,50679.2,0.0,Paid
LN87677,BPM102290,2024-11-21,2026-05-15,Equipment Purchase,105000,13.67,18,6485,119353.5,0.0,Paid
LN77117,BPM102290,2024-10-04,2025-07-01,Inventory Financing,397000,15.25,9,46961,457542.5,0.0,Paid
LN54399,BPM102290,2024-08-09,,Short Term Cash Flow,50000,21.58,6,8866,26598.0,34192.0,Active
LN74325,BPM102293,2024-09-01,2025-08-27,Short Term Cash Flow,58000,17.29,12,5298,68028.2,0.0,Paid
LN47952,BPM102293,2024-10-08,2025-04-06,Business Expansion,469000,18.94,6,82541,557828.6,0.0,Paid
LN43311,BPM102293,2023-06-13,2024-12-04,Short Term Cash Flow,61000,13.62,18,3766,69308.2,0.0,Paid
LN16295,BPM102294,2024-04-27,,Working Capital,54000,14.1,18,3346,30114.0,31500.0,Active
LN53733,BPM102296,2024-07-14,2025-01-10,Business Expansion,887000,21.99,6,157458,1082051.3,0.0,Paid
LN43611,BPM102299,2024-05-27,,Short Term Cash Flow,57000,14.29,18,3537,31833.0,33312.3,Active
LN90643,BPM102302,2024-07-24,2025-04-20,Equipment Purchase,112000,19.18,9,13460,133481.6,0.0,Paid
LN34932,BPM102302,2024-01-13,2025-07-06,Short Term Cash Flow,78000,13.61,18,4815,88615.8,0.0,Paid
LN59157,BPM102305,2025-03-13,2025-09-09,Working Capital,140000,19.9,6,24706,167860.0,0.0,Paid
LN63918,BPM102305,2025-01-21,2025-10-18,Equipment Purchase,236000,19.54,9,28403,282114.4,0.0,Paid
LN66362,BPM102305,2024-03-27,2024-06-25,Equipment Purchase,123000,20.52,3,42410,148239.6,0.0,Paid
LN30519,BPM102305,2023-09-05,2024-03-03,Equipment Purchase,181000,16.87,6,31668,211534.7,0.0,Paid
LN23034,BPM102311,2023-02-28,2023-08-27,Short Term Cash Flow,86000,19.09,6,15142,102417.4,0.0,Paid
LN94494,BPM102311,2023-11-07,,Inventory Financing,98000,19.74,9,11804,47216.0,70129.2,Active
LN79358,BPM102316,2024-03-10,,Working Capital,79000,18.16,3,27134,27134.0,66212.4,Default
LN93725,BPM102318,2024-02-28,2025-06-22,Equipment Purchase,256000,14.19,18,15873,142857.0,149469.4,Default
LN74717,BPM102318,2025-01-19,2026-07-13,Working Capital,77000,13.03,18,4733,87033.1,0.0,Paid
LN72127,BPM102318,2023-12-14,2024-09-09,Business Expansion,633000,15.41,9,74926,730545.3,0.0,Paid
LN29164,BPM102318,2023-06-03,,Equipment Purchase,115000,15.21,9,13601,54404.0,78087.5,Active
LN55630,BPM102324,2023-01-04,2023-12-30,Working Capital,136000,15.19,12,12287,156658.4,0.0,Paid
LN89660,BPM102324,2022-11-16,,Working Capital,142000,19.1,3,48848,48848.0,120274.0,Active
LN54820,BPM102327,2025-02-08,,Equipment Purchase,185000,16.73,12,16849,101094.0,114856.5,Default
LN78595,BPM102331,2023-12-16,2024-03-15,Inventory Financing,375000,21.69,3,129546,456337.5,0.0,Paid
LN91012,BPM102331,2023-06-29,2024-06-23,Inventory Financing,206000,17.83,12,18869,242729.8,0.0,Paid
LN67518,BPM102335,2024-12-04,,Equipment Purchase,264000,14.85,12,23810,142860.0,160344.0,Active
LN71961,BPM102336,2025-02-10,2026-02-05,Working Capital,190000,16.09,12,17247,220571.0,0.0,Paid
LN56613,BPM102336,2022-12-13,,Business Expansion,757000,22.73,3,261952,261952.0,667114.1,Active
LN18722,BPM102341,2023-11-10,2024-08-06,Equipment Purchase,122000,18.06,9,14596,144033.2,0.0,Paid
LN43025,BPM102341,2024-08-26,2026-02-17,Short Term Cash Flow,61000,13.93,18,3775,69497.3,0.0,Paid
LN71640,BPM102341,2023-05-13,2023-11-09,Business Expansion,648000,19.05,6,114079,771444.0,0.0,Paid
LN87637,BPM102341,2024-03-29,,Short Term Cash Flow,84000,20.01,3,28939,28939.0,71869.4,Active
LN11048,BPM102345,2023-12-24,,Equipment Purchase,275000,15.7,12,24912,149472.0,168703.0,Active
LN75269,BPM102347,2023-07-26,,Short Term Cash Flow,58000,15.61,12,5252,31512.0,35541.8,Active
LN40218,BPM102350,2024-09-21,,Business Expansion,673000,16.22,6,117532,352596.0,429564.6,Active
LN53766,BPM102352,2024-11-09,2025-11-04,Working Capital,98000,15.22,12,8855,112915.6,0.0,Paid
LN19665,BPM102352,2023-01-21,2023-10-18,Equipment Purchase,281000,17.6,9,33556,330456.0,0.0,Paid
LN73730,BPM102352,2023-06-17,,Working Capital,87000,15.68,18,5455,49095.0,51546.6,Active
LN47028,BPM102353,2023-11-16,,Business Expansion,879000,18.98,9,105552,422208.0,623626.2,Active
LN97752,BPM102356,2025-01-31,,Business Expansion,607000,22.8,3,210070,210070.0,535326.0,Active
LN78996,BPM102357,2024-03-07,,Short Term Cash Flow,51000,14.04,18,3159,28431.0,29729.4,Active
LN52617,BPM102359,2023-07-15,,Business Expansion,613000,23.78,3,212485,212485.0,546286.4,Active
LN75636,BPM102366,2025-01-24,,Equipment Purchase,134000,17.68,12,12265,73590.0,84101.2,Active
LN25380,BPM102369,2023-09-12,,Short Term Cash Flow,54000,18.68,3,18563,18563.0,45524.2,Active
LN63114,BPM102370,2025-01-21,2025-04-21,Short Term Cash Flow,69000,19.11,3,23736,82185.9,0.0,Paid
LN91202,BPM102370,2024-09-14,2025-03-13,Working Capital,185000,18.26,6,32496,218781.0,0.0,Paid
LN29432,BPM102370,2024-10-04,2026-03-28,Inventory Financing,265000,13.66,18,16365,301199.0,0.0,Paid
LN93542,BPM102370,2023-11-22,,Working Capital,172000,18.96,6,30273,90819.0,113792.2,Active
LN18596,BPM102373,2025-04-06,,Working Capital,86000,16.17,12,7810,46860.0,53046.2,Active
LN51588,BPM102374,2024-01-29,,Inventory Financing,266000,19.1,3,91504,91504.0,225302.0,Active
LN56631,BPM102375,2025-03-13,2025-09-09,Inventory Financing,496000,20.3,6,87630,596688.0,0.0,Paid
LN18703,BPM102379,2023-07-31,,Short Term Cash Flow,42000,13.84,18,2597,23373.0,24439.8,Active
LN59268,BPM102380,2023-07-03,2024-10-25,Equipment Purchase,270000,13.32,18,16631,149679.0,156285.0,Default
LN55154,BPM102380,2023-04-10,2023-10-07,Short Term Cash Flow,90000,18.16,6,15804,106344.0,0.0,Paid
LN92290,BPM102380,2023-11-12,,Business Expansion,511000,20.71,6,90384,271152.0,345676.1,Active
LN30844,BPM102382,2025-01-15,2025-10-12,Business Expansion,449000,16.11,9,53297,521333.9,0.0,Paid
LN83967,BPM102383,2024-11-20,,Inventory Financing,178000,13.14,18,10949,98541.0,102848.2,Active
LN79890,BPM102385,2025-01-31,2026-01-26,Equipment Purchase,143000,16.94,12,13038,167224.2,0.0,Paid
LN45887,BPM102385,2023-06-12,2024-12-03,Equipment Purchase,210000,14.64,18,13065,240744.0,0.0,Paid
LN65170,BPM102385,2022-07-17,2023-04-13,Equipment Purchase,118000,18.19,9,14125,139464.2,0.0,Paid
LN75481,BPM102385,2023-03-22,,Inventory Financing,250000,20.56,6,44201,132603.0,168797.0,Active
LN98819,BPM102390,2024-11-07,2025-11-02,Equipment Purchase,105000,16.31,12,9542,122125.5,0.0,Paid
LN87298,BPM102390,2024-05-26,,Equipment Purchase,161000,14.61,12,14502,87012.0,97510.1,Active
LN58537,BPM102399,2024-07-11,2025-01-07,Short Term Cash Flow,85000,21.96,6,15088,103666.0,0.0,Paid
LN98763,BPM102399,2024-09-15,,Working Capital,133000,18.27,9,15925,63700.0,93599.1,Active
LN87110,BPM102400,2023-09-12,2024-02-09,Equipment Purchase,155000,17.49,6,27167,81501.0,100608.5,Default
LN39261,BPM102400,2023-09-29,2024-09-23,Inventory Financing,236000,15.15,12,21318,271754.0,0.0,Paid
LN41482,BPM102400,2024-09-25,2025-09-20,Equipment Purchase,165000,17.64,12,15099,194106.0,0.0,Paid
LN71715,BPM102400,2022-09-28,,Working Capital,133000,19.48,3,45780,45780.0,113128.4,Active
LN49371,BPM102402,2024-09-30,2024-12-29,Working Capital,192000,20.68,3,66218,231705.6,0.0,Paid
LN21551,BPM102402,2024-09-19,2025-06-16,Working Capital,127000,19.31,9,15271,151523.7,0.0,Paid
LN14432,BPM102402,2024-06-19,2025-03-16,Inventory Financing,421000,18.43,9,50443,498590.3,0.0,Paid
LN51026,BPM102402,2023-08-03,2024-01-30,Short Term Cash Flow,77000,19.21,6,13562,91791.7,0.0,Paid
LN53144,BPM102402,2023-05-04,,Short Term Cash Flow,43000,18.46,9,5153,20612.0,30325.8,Active
LN27844,BPM102404,2024-11-20,,Working Capital,122000,15.58,12,11045,66270.0,74737.6,Active
LN61401,BPM102407,2023-05-14,2024-02-08,Business Expansion,335000,15.25,9,39627,386087.5,0.0,Paid
LN31958,BPM102407,2024-06-10,2024-09-08,Business Expansion,362000,22.54,3,125228,443594.8,0.0,Paid
LN73125,BPM102409,2024-06-19,,Equipment Purchase,211000,15.92,12,19136,114816.0,129775.2,Active
LN41667,BPM102411,2023-08-27,,Equipment Purchase,231000,14.89,18,14399,129591.0,135804.9,Active
LN38510,BPM102412,2024-07-24,2025-01-20,Short Term Cash Flow,33000,21.1,6,5843,39963.0,0.0,Paid
LN18299,BPM102412,2023-08-08,,Working Capital,155000,18.17,3,53239,53239.0,129924.5,Active
LN33615,BPM102415,2023-01-31,2023-05-01,Equipment Purchase,163000,18.97,3,56060,193921.1,0.0,Paid
LN57004,BPM102415,2024-08-11,2026-02-02,Short Term Cash Flow,79000,13.7,18,4880,89823.0,0.0,Paid
LN16224,BPM102415,2023-09-13,,Equipment Purchase,98000,17.49,12,8961,53766.0,61374.2,Active
LN14654,BPM102417,2024-03-06,2024-06-04,Inventory Financing,116000,23.09,3,40164,142784.4,0.0,Paid
LN53608,BPM102417,2023-02-28,2023-08-27,Working Capital,192000,19.98,6,33890,230361.6,0.0,Paid
LN32032,BPM102419,2023-02-16,2024-02-11,Business Expansion,412000,15.38,12,37260,475365.6,0.0,Paid
LN53338,BPM102419,2024-12-06,,Working Capital,130000,16.42,6,22716,68148.0,83198.0,Active
LN19533,BPM102422,2024-02-09,2024-11-05,Equipment Purchase,204000,18.64,9,24463,242025.6,0.0,Paid
LN95790,BPM102424,2024-05-22,2025-05-17,Business Expansion,302000,15.27,12,27297,348115.4,0.0,Paid
LN23443,BPM102424,2023-05-29,,Inventory Financing,352000,20.54,3,121373,121373.0,302927.8,Active
LN35576,BPM102425,2024-11-16,2026-05-10,Short Term Cash Flow,89000,13.5,18,5490,101015.0,0.0,Paid
LN71379,BPM102425,2025-01-28,,Short Term Cash Flow,83000,17.83,6,14562,43686.0,54112.9,Active
LN71019,BPM102426,2024-01-03,2024-09-29,Working Capital,197000,15.23,9,23301,227003.1,0.0,Paid
LN51051,BPM102426,2024-09-14,,Equipment Purchase,149000,15.85,9,17668,70672.0,101944.5,Active
LN76052,BPM102427,2024-10-09,2025-01-07,Inventory Financing,190000,22.21,3,65692,232199.0,0.0,Paid
LN76148,BPM102427,2024-10-03,,Business Expansion,663000,15.55,18,41533,373797.0,392299.5,Active
LN56367,BPM102441,2024-04-15,2024-07-14,Inventory Financing,72000,19.77,3,24795,86234.4,0.0,Paid
LN59952,BPM102441,2024-12-04,2026-05-28,Working Capital,135000,13.47,18,8325,153184.5,0.0,Paid
LN16585,BPM102441,2024-02-11,2024-05-11,Inventory Financing,93000,20.01,3,32040,111609.3,0.0,Paid
LN69225,BPM102446,2024-08-26,2025-02-22,Business Expansion,220000,19.38,6,38767,262636.0,0.0,Paid
LN71076,BPM102446,2024-04-25,,Short Term Cash Flow,94000,22.42,3,32511,32511.0,82563.8,Active
LN97748,BPM102452,2024-12-13,2025-12-08,Business Expansion,490000,15.23,12,44280,564627.0,0.0,Paid
LN84058,BPM102452,2024-01-15,,Equipment Purchase,230000,16.17,6,40161,120483.0,146708.0,Active
LN52118,BPM102454,2024-01-12,,Inventory Financing,478000,22.69,3,165396,165396.0,421062.2,Active
LN47368,BPM102458,2024-09-13,2026-03-07,Working Capital,80000,14.5,18,4972,91600.0,0.0,Paid
LN67664,BPM102458,2024-08-13,,Business Expansion,511000,17.9,12,46824,280944.0,321525.0,Active
LN78489,BPM102468,2023-05-31,2023-11-27,Working Capital,50000,20.76,6,8845,60380.0,0.0,Paid
LN50069,BPM102468,2024-08-23,2024-11-21,Business Expansion,707000,20.31,3,243689,850591.7,0.0,Paid
LN50509,BPM102468,2024-02-16,2025-02-10,Business Expansion,557000,17.85,12,51026,656424.5,0.0,Paid
LN52460,BPM102468,2023-04-21,,Inventory Financing,227000,20.3,3,78241,78241.0,194840.0,Active
LN12958,BPM102469,2024-03-20,,Short Term Cash Flow,35000,22.91,3,12115,12115.0,30903.5,Active
LN75666,BPM102470,2025-03-29,2025-05-28,Equipment Purchase,151000,18.23,3,51870,51870.0,126657.3,Default
LN84272,BPM102470,2023-07-14,,Inventory Financing,110000,18.41,3,37797,37797.0,92454.0,Active
LN61517,BPM102479,2023-05-14,,Short Term Cash Flow,51000,17.16,12,4655,27930.0,31821.6,Active
LN51188,BPM102481,2024-03-26,2024-09-22,Inventory Financing,274000,18.53,6,48166,324772.2,0.0,Paid
LN79390,BPM102481,2024-05-08,2025-02-02,Business Expansion,992000,19.36,9,119303,1184051.2,0.0,Paid
LN97862,BPM102481,2024-01-23,2025-07-16,Inventory Financing,317000,13.26,18,19517,359034.2,0.0,Paid
LN74041,BPM102482,2025-02-03,2025-10-31,Working Capital,141000,18.7,9,16913,167367.0,0.0,Paid
LN11873,BPM102485,2025-03-07,,Working Capital,195000,17.04,9,23234,92936.0,135292.0,Active
LN29321,BPM102486,2024-09-07,2025-03-06,Inventory Financing,352000,19.4,6,62031,420288.0,0.0,Paid
LN79613,BPM102489,2024-08-11,2024-11-09,Business Expansion,183000,21.16,3,63164,221722.8,0.0,Paid
LN69601,BPM102489,2024-12-13,2025-03-13,Working Capital,88000,15.48,18,5510,49590.0,52032.4,Default
LN28093,BPM102489,2023-12-14,2024-03-13,Short Term Cash Flow,71000,22.25,3,24550,86797.5,0.0,Paid
LN51843,BPM102490,2023-04-16,,Equipment Purchase,99000,15.8,18,6213,55917.0,58725.0,Active
LN53065,BPM102492,2023-06-19,,Business Expansion,509000,19.83,6,89807,269421.0,340513.7,Active
LN39387,BPM102495,2023-12-15,,Short Term Cash Flow,39000,18.11,6,6848,20544.0,25518.9,Active
LN92380,BPM102500,2025-04-04,,Business Expansion,307000,16.18,9,36452,145808.0,210864.6,Active
LN42208,BPM102501,2025-03-05,,Working Capital,139000,14.8,12,12533,75198.0,84374.0,Active
LN37900,BPM102502,2023-07-30,,Equipment Purchase,185000,16.69,12,16846,101076.0,114800.5,Active
LN93914,BPM102503,2024-12-14,,Equipment Purchase,140000,19.71,3,48208,48208.0,119386.0,Active
LN92737,BPM102507,2024-04-12,2025-01-07,Business Expansion,508000,16.34,9,60357,591007.2,0.0,Paid
LN69416,BPM102507,2024-10-23,,Equipment Purchase,92000,16.24,9,10926,43704.0,63236.8,Active
LN87025,BPM102508,2024-12-12,2025-06-10,Business Expansion,722000,20.0,6,127449,866400.0,0.0,Paid
LN44784,BPM102508,2023-08-28,2024-02-24,Inventory Financing,408000,16.76,6,71362,476380.8,0.0,Paid
