merchant_id,business_name,business_category,subcategory,state,district,city,tier,pin_code,onboarding_date,acquisition_channel,device_type,active_status,last_transaction_date,qr_displayed,soundbox_adopted,swipe_machine,loans_taken,current_loan_status,monthly_transaction_count,monthly_transaction_value,avg_ticket_size
BPM101976,Tanay Junction,Food & Beverage,Sweet Shop,Tamil Nadu,Madurai,Madurai,Tier 1,621287,2023-06-25,Field Sales,Android Mid-Range,Active,2025-05-03,Yes,No,No,3,Active,1592,254421,159.81
BPM101977,Bhasin Shop,Retail,Medical Store,Tamil Nadu,Trichy,Trichy,Tier 1,632518,2023-03-12,Field Sales,Android Low-End,Active,2025-04-26,Yes,Yes,Yes,0,No Loan,596,81254,136.33
BPM101978,Turvi Junction,Services,Electronics Repair,Maharashtra,Pune,Pune,Tier 1,442646,2023-08-02,Field Sales,Android Mid-Range,Active,2025-05-07,Yes,No,No,4,Paid,185,79513,429.8
BPM101979,Saran Traders,Services,Mobile Repair,Rajasthan,Kota,Kota,Tier 3,343195,2023-10-09,Field Sales,Android Mid-Range,Active,2025-04-27,Yes,Yes,No,0,No Loan,239,37287,156.01
BPM101980,Loke Shop,Retail,Mobile Shop,Delhi,West Delhi,West Delhi,Tier 3,110079,2022-07-17,Field Sales,Android Low-End,Active,2025-04-24,Yes,Yes,No,0,No Loan,324,76610,236.45
BPM101981,Khare Dukaan,Services,Electronics Repair,Maharashtra,Thane,Thane,Tier 3,404583,2023-01-17,Field Sales,Android High-End,Dormant,2025-03-15,Yes,No,Yes,0,No Loan,118,40685,344.79
BPM101982,Bala Industries,Services,Printing Services,Karnataka,Hubli,Hubli,Tier 3,580920,2023-01-23,Referral,Android Mid-Range,Dormant,2025-04-17,Yes,No,No,0,No Loan,123,31588,256.81
BPM101983,Ucchal Point,Food & Beverage,Fast Food,Rajasthan,Kota,Kota,Tier 3,339427,2023-02-26,Field Sales,Android Low-End,Active,2025-04-29,Yes,Yes,Yes,0,No Loan,703,94756,134.79
BPM101984,Balakrishnan & Co.,Retail,Hardware,Maharashtra,Mumbai City,Mumbai City,Tier 1,425042,2022-10-19,Digital Marketing,Android Mid-Range,Active,2025-05-01,Yes,Yes,Yes,0,No Loan,904,215300,238.16
BPM101985,Ray Industries,Retail,Mobile Shop,Gujarat,Surat,Surat,Tier 2,372780,2023-05-16,Field Sales,Android Low-End,Active,2025-05-12,Yes,Yes,Yes,0,No Loan,375,96000,256.0
BPM101986,Choudhury Shop,Wholesale,Electronics Wholesale,Rajasthan,Jaipur,Jaipur,Tier 2,320980,2022-11-22,Field Sales,Android Mid-Range,Active,2025-04-30,Yes,No,Yes,0,No Loan,54,227881,4220.02
BPM101987,Xiti Dukan,Wholesale,Grocery Wholesale,West Bengal,Siliguri,Siliguri,Tier 2,718002,2023-03-27,Field Sales,Android Low-End,Dormant,2025-04-08,Yes,No,No,0,No Loan,114,292433,2565.2
BPM101988,Munshi Traders,Food & Beverage,Bakery,Delhi,North Delhi,North Delhi,Tier 1,110005,2023-02-17,Field Sales,Android Low-End,Active,2025-05-01,Yes,No,No,0,No Loan,1324,162254,122.55
BPM101989,Ramakrishnan Shop,Services,Travel Agency,Karnataka,Belgaum,Belgaum,Tier 3,578218,2022-09-23,Field Sales,Android High-End,Active,2025-05-13,Yes,No,No,0,No Loan,311,90244,290.17
BPM101990,Tejas Dukan,Retail,Clothing,West Bengal,Kolkata,Kolkata,Tier 2,736356,2023-01-01,Referral,Android Low-End,Active,2025-05-14,Yes,No,Yes,0,No Loan,703,74766,106.35
BPM101991,Hredhaan Enterprise,Food & Beverage,Tea Stall,Uttar Pradesh,Meerut,Meerut,Tier 3,254093,2023-07-31,Referral,Android Low-End,Active,2025-05-03,Yes,No,Yes,1,Active,781,104885,134.3
BPM101992,Maharaj Dukaan,Retail,Medical Store,Rajasthan,Jaipur,Jaipur,Tier 3,331241,2022-12-02,Referral,Android Mid-Range,Active,2025-04-24,Yes,No,Yes,0,No Loan,438,52889,120.75
BPM101993,Bhalla & Sons,Wholesale,Textile Wholesale,Delhi,North Delhi,North Delhi,Tier 1,110073,2023-05-30,Referral,Android High-End,Active,2025-05-10,Yes,Yes,Yes,2,Paid,128,478168,3735.69
BPM101994,Kavya Junction,Retail,General Store,Delhi,East Delhi,East Delhi,Tier 3,110024,2023-03-20,Field Sales,Android High-End,Active,2025-05-12,Yes,Yes,No,0,No Loan,169,108619,642.72
BPM101995,Sampath & Co.,Wholesale,Electronics Wholesale,Uttar Pradesh,Noida,Noida,Tier 2,220831,2022-07-16,Field Sales,Android Mid-Range,Active,2025-05-07,Yes,Yes,Yes,0,No Loan,132,508025,3848.67
BPM101996,Vaishnavi Shop,Services,Printing Services,Delhi,Central Delhi,Central Delhi,Tier 3,110088,2022-07-27,Field Sales,Android Mid-Range,Active,2025-04-19,Yes,Yes,No,0,No Loan,296,46871,158.35
BPM101997,Morar Industries,Services,Electronics Repair,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,622755,2022-09-21,Referral,Android High-End,Active,2025-04-26,No,No,No,4,Active,86,82202,955.84
BPM101998,Ansh Junction,Food & Beverage,Fast Food,Maharashtra,Mumbai City,Mumbai City,Tier 1,403108,2022-09-09,Field Sales,Android Mid-Range,Active,2025-05-19,Yes,Yes,No,2,Active,1429,205516,143.82
BPM101999,Patil Junction,Wholesale,Grocery Wholesale,Maharashtra,Mumbai City,Mumbai City,Tier 2,409372,2024-08-02,Digital Marketing,Android Mid-Range,Active,2025-05-16,Yes,Yes,No,0,No Loan,71,377837,5321.65
BPM102000,Savant Mart,Food & Beverage,Dhaba,Delhi,North Delhi,North Delhi,Tier 3,110040,2023-07-15,App Store Download,Android Mid-Range,Active,2025-05-08,Yes,No,No,0,No Loan,1017,154052,151.48
BPM102001,Mishra Mart,Retail,Stationery,Rajasthan,Jaipur,Jaipur,Tier 2,323698,2023-01-28,App Store Download,Android Low-End,Active,2025-05-02,Yes,No,No,0,No Loan,357,111474,312.25
BPM102002,Shivansh Enterprise,Services,Tailor,Karnataka,Hubli,Hubli,Tier 1,580428,2023-02-04,Field Sales,Android Low-End,Churned,2025-01-10,Yes,No,No,0,No Loan,453,95001,209.72
BPM102003,Nadig Mart,Retail,Electronics,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,603107,2022-12-29,Field Sales,Android Mid-Range,Active,2025-04-19,Yes,No,No,0,No Loan,386,62102,160.89
BPM102004,Buch & Sons,Wholesale,Grocery Wholesale,Rajasthan,Jodhpur,Jodhpur,Tier 3,303751,2023-08-21,Referral,Android Low-End,Active,2025-04-24,Yes,Yes,No,0,No Loan,157,240423,1531.36
BPM102005,Natarajan Mart,Wholesale,Textile Wholesale,Maharashtra,Pune,Pune,Tier 1,423009,2022-12-11,Field Sales,Android Low-End,Active,2025-05-18,Yes,Yes,Yes,0,No Loan,159,704024,4427.82
BPM102006,Salvi Enterprise,Services,Printing Services,Gujarat,Surat,Surat,Tier 2,362704,2023-02-11,Field Sales,Android Mid-Range,Active,2025-05-14,Yes,Yes,No,0,No Loan,357,60797,170.3
BPM102007,Sawhney Junction,Wholesale,Stationery Wholesale,Punjab,Ludhiana,Ludhiana,Tier 1,147452,2023-07-28,App Store Download,Android High-End,Active,2025-05-09,Yes,Yes,Yes,0,No Loan,178,625195,3512.33
BPM102008,Iyengar Traders,Services,Printing Services,Gujarat,Vadodara,Vadodara,Tier 2,394711,2023-01-16,Digital Marketing,Android Mid-Range,Active,2025-05-15,Yes,Yes,No,0,No Loan,271,84981,313.58
BPM102009,Murthy & Co.,Wholesale,Stationery Wholesale,Tamil Nadu,Trichy,Trichy,Tier 1,630600,2022-08-12,Referral,Android High-End,Active,2025-05-05,Yes,No,No,2,Active,155,499895,3225.13
BPM102010,Fitan Mart,Retail,Medical Store,Karnataka,Belgaum,Belgaum,Tier 2,573702,2024-01-13,Field Sales,Android Low-End,Active,2025-04-26,Yes,No,Yes,0,No Loan,619,140552,227.06
BPM102011,Krish Point,Retail,Medical Store,Delhi,North Delhi,North Delhi,Tier 2,110042,2023-04-18,Digital Marketing,Android Mid-Range,Active,2025-04-28,Yes,No,Yes,0,No Loan,717,82742,115.4
BPM102012,Zaitra Center,Retail,Stationery,Delhi,North Delhi,North Delhi,Tier 2,110006,2023-07-18,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,1,Paid,280,125684,448.87
BPM102013,Siya Center,Services,Salon,Uttar Pradesh,Varanasi,Varanasi,Tier 2,225645,2023-07-13,Field Sales,Android Mid-Range,Active,2025-05-16,Yes,No,No,1,Active,226,85174,376.88
BPM102014,Baghyawati Junction,Food & Beverage,Bakery,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,609809,2023-08-30,Field Sales,Android Mid-Range,Active,2025-04-29,Yes,No,No,0,No Loan,683,72859,106.67
BPM102015,Sachdeva Traders,Food & Beverage,Fast Food,Rajasthan,Udaipur,Udaipur,Tier 3,327983,2022-10-03,Merchant Event,Android Low-End,Active,2025-04-22,Yes,Yes,No,0,No Loan,479,140879,294.11
BPM102016,Purohit Dukaan,Food & Beverage,Dhaba,West Bengal,Kolkata,Kolkata,Tier 3,727307,2022-08-30,Referral,Android Mid-Range,Active,2025-05-04,Yes,Yes,No,4,Active,702,105770,150.67
BPM102017,Bail Enterprise,Food & Beverage,Sweet Shop,Maharashtra,Aurangabad,Aurangabad,Tier 3,405241,2024-01-17,Field Sales,Android Low-End,Active,2025-05-03,Yes,Yes,No,1,Active,497,71312,143.48
BPM102018,Arin Point,Retail,General Store,Punjab,Jalandhar,Jalandhar,Tier 2,142533,2023-05-07,Field Sales,Android Mid-Range,Active,2025-05-05,Yes,Yes,Yes,0,No Loan,299,80215,268.28
BPM102019,Gaurav Dukan,Food & Beverage,Bakery,Delhi,East Delhi,East Delhi,Tier 3,110017,2022-05-27,Field Sales,Android Low-End,Active,2025-04-21,Yes,Yes,Yes,1,Active,750,143838,191.78
BPM102020,Lala Junction,Services,Laundry,Delhi,Central Delhi,Central Delhi,Tier 3,110019,2023-05-09,Merchant Event,Android Mid-Range,Churned,2024-12-01,Yes,Yes,No,0,No Loan,274,68639,250.51
BPM102021,Om Enterprise,Wholesale,Electronics Wholesale,Karnataka,Hubli,Hubli,Tier 2,569844,2022-09-14,Referral,Android Low-End,Active,2025-04-24,Yes,Yes,Yes,1,Active,130,314463,2418.95
BPM102022,Sanghvi Dukaan,Retail,General Store,Gujarat,Gandhinagar,Gandhinagar,Tier 2,374006,2022-11-26,Referral,Android Low-End,Active,2025-05-15,Yes,No,No,0,No Loan,580,148169,255.46
BPM102023,Pillai Enterprise,Wholesale,Textile Wholesale,Karnataka,Mysore,Mysore,Tier 3,567711,2023-03-26,Field Sales,Android Low-End,Active,2025-04-27,Yes,No,Yes,2,Active,106,385108,3633.09
BPM102024,Setty Junction,Retail,Stationery,Uttar Pradesh,Lucknow,Lucknow,Tier 1,210132,2022-12-07,Field Sales,Android High-End,Dormant,2025-04-16,Yes,Yes,Yes,0,No Loan,370,162523,439.25
BPM102025,Jani Traders,Services,Travel Agency,Delhi,South Delhi,South Delhi,Tier 2,110023,2024-01-14,Field Sales,Android High-End,Active,2025-05-01,Yes,No,No,0,No Loan,344,77380,224.94
BPM102026,Lata Point,Food & Beverage,Tea Stall,Delhi,West Delhi,West Delhi,Tier 1,110006,2022-08-20,App Store Download,Android Low-End,Active,2025-04-19,Yes,No,No,4,Paid,1016,139404,137.21
BPM102027,De Industries,Retail,Hardware,Gujarat,Vadodara,Vadodara,Tier 2,386983,2023-07-02,App Store Download,Android Low-End,Churned,2025-03-22,Yes,No,No,0,No Loan,326,145464,446.21
BPM102028,Jhaveri Point,Food & Beverage,Bakery,Karnataka,Belgaum,Belgaum,Tier 2,582603,2023-03-11,Field Sales,Android Mid-Range,Active,2025-04-26,Yes,Yes,Yes,1,Active,1150,147500,128.26
BPM102029,Pranit Dukan,Retail,Grocery,Maharashtra,Nagpur,Nagpur,Tier 1,439220,2022-09-14,Field Sales,Android Low-End,Active,2025-04-29,No,No,No,0,No Loan,712,171259,240.53
BPM102030,Advaith Shop,Services,Salon,Rajasthan,Udaipur,Udaipur,Tier 2,330207,2023-09-20,Field Sales,Android High-End,Active,2025-05-04,Yes,No,Yes,0,No Loan,222,54290,244.55
BPM102031,Charles Shop,Retail,Grocery,Rajasthan,Kota,Kota,Tier 2,343326,2023-04-27,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,No,Yes,0,No Loan,291,121450,417.35
BPM102032,Bath Traders,Retail,Stationery,Punjab,Ludhiana,Ludhiana,Tier 3,142849,2022-08-09,Digital Marketing,Android Low-End,Active,2025-05-09,Yes,Yes,No,1,Paid,314,73421,233.82
BPM102033,Yamini Dukan,Services,Travel Agency,Gujarat,Vadodara,Vadodara,Tier 2,380785,2023-07-04,Digital Marketing,Android Low-End,Active,2025-04-21,Yes,No,No,0,No Loan,269,70509,262.12
BPM102034,Rana Mart,Retail,Mobile Shop,Tamil Nadu,Trichy,Trichy,Tier 3,606348,2022-12-06,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,1,Paid,456,74601,163.6
BPM102035,Benjamin Mart,Retail,Grocery,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,632895,2023-12-29,Field Sales,Android Mid-Range,Dormant,2025-04-05,Yes,Yes,No,0,No Loan,341,137755,403.97
BPM102036,Abha Shop,Retail,General Store,Delhi,South Delhi,South Delhi,Tier 2,110000,2023-08-10,Digital Marketing,Android High-End,Active,2025-04-29,Yes,Yes,No,0,No Loan,232,158571,683.5
BPM102037,Sidhu Emporium,Retail,Clothing,Karnataka,Belgaum,Belgaum,Tier 2,583807,2023-04-15,Field Sales,Android Low-End,Active,2025-05-10,Yes,Yes,No,0,No Loan,584,113460,194.28
BPM102038,Wali Dukan,Services,Mobile Repair,Uttar Pradesh,Meerut,Meerut,Tier 3,258081,2023-03-10,Referral,Android Mid-Range,Active,2025-04-28,Yes,Yes,No,0,No Loan,86,30339,352.78
BPM102039,Dhar Mart,Wholesale,Stationery Wholesale,Gujarat,Surat,Surat,Tier 3,384706,2024-01-05,Merchant Event,Android Mid-Range,Active,2025-05-05,Yes,No,No,2,Active,142,273258,1924.35
BPM102040,Dada Emporium,Wholesale,Stationery Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,241910,2023-01-16,Field Sales,Android Mid-Range,Dormant,2025-03-21,Yes,No,No,2,Paid,102,393112,3854.04
BPM102041,Mandal Dukan,Wholesale,Stationery Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,711515,2022-06-28,Referral,Android Low-End,Active,2025-04-21,Yes,Yes,Yes,0,No Loan,220,612751,2785.23
BPM102042,Lalla Enterprises,Wholesale,Stationery Wholesale,Karnataka,Hubli,Hubli,Tier 3,570933,2023-04-13,Digital Marketing,Android Mid-Range,Active,2025-04-26,Yes,Yes,No,0,No Loan,73,196847,2696.53
BPM102043,Manthan Emporium,Services,Electronics Repair,Uttar Pradesh,Noida,Noida,Tier 2,240181,2023-06-14,Field Sales,Android Mid-Range,Active,2025-05-02,Yes,No,Yes,0,No Loan,109,118791,1089.83
BPM102044,Sarin Traders,Food & Beverage,Sweet Shop,Rajasthan,Jaipur,Jaipur,Tier 2,305463,2022-11-24,Field Sales,Android Low-End,Active,2025-05-17,Yes,Yes,Yes,1,Active,682,113928,167.05
BPM102045,Tailor Enterprise,Food & Beverage,Tea Stall,West Bengal,Kolkata,Kolkata,Tier 1,731043,2023-01-02,Field Sales,Android Low-End,Active,2025-04-19,Yes,Yes,Yes,0,No Loan,818,287965,352.04
BPM102046,Palla Dukan,Wholesale,Electronics Wholesale,Gujarat,Vadodara,Vadodara,Tier 2,393355,2023-03-12,Referral,Android High-End,Active,2025-04-22,Yes,Yes,No,1,Active,47,210270,4473.83
BPM102047,Om Traders,Services,Travel Agency,Tamil Nadu,Madurai,Madurai,Tier 1,609810,2022-07-04,Merchant Event,Android Low-End,Active,2025-05-19,Yes,No,Yes,3,Paid,326,125752,385.74
BPM102048,Anjali Point,Retail,Clothing,Maharashtra,Nagpur,Nagpur,Tier 2,440516,2023-10-29,App Store Download,Android Low-End,Active,2025-04-26,Yes,Yes,No,0,No Loan,621,92863,149.54
BPM102049,Saha Traders,Services,Electronics Repair,Karnataka,Mangalore,Mangalore,Tier 3,564164,2023-03-11,App Store Download,Android Mid-Range,Dormant,2025-03-06,Yes,No,No,0,No Loan,178,39841,223.83
BPM102050,Falguni Center,Food & Beverage,Tea Stall,Delhi,New Delhi,New Delhi,Tier 2,110079,2024-03-29,Field Sales,Android Mid-Range,Active,2025-05-01,Yes,No,No,1,Paid,840,98705,117.51
BPM102051,Meera Dukan,Retail,Hardware,Punjab,Jalandhar,Jalandhar,Tier 3,151601,2023-10-15,Field Sales,Android High-End,Active,2025-04-25,Yes,No,No,0,No Loan,316,97113,307.32
BPM102052,Amruta Dukan,Food & Beverage,Fast Food,Gujarat,Surat,Surat,Tier 2,384601,2023-02-22,Digital Marketing,Android High-End,Active,2025-04-21,Yes,No,No,2,Active,475,141609,298.12
BPM102053,Forum Enterprise,Services,Laundry,Punjab,Bathinda,Bathinda,Tier 2,140243,2022-10-18,Field Sales,Android Low-End,Dormant,2025-03-28,Yes,No,No,0,No Loan,343,67351,196.36
BPM102054,Kakar Point,Food & Beverage,Tea Stall,Karnataka,Hubli,Hubli,Tier 2,581717,2023-05-30,Field Sales,Android Mid-Range,Active,2025-04-27,Yes,No,No,0,No Loan,860,87516,101.76
BPM102055,Raj Store,Retail,Hardware,Maharashtra,Pune,Pune,Tier 3,412268,2023-10-03,App Store Download,Android Mid-Range,Active,2025-04-20,Yes,Yes,Yes,0,No Loan,294,109642,372.93
BPM102056,George Enterprise,Retail,Clothing,Maharashtra,Aurangabad,Aurangabad,Tier 1,431059,2022-09-13,Field Sales,Android Low-End,Active,2025-04-24,Yes,No,Yes,0,No Loan,479,65423,136.58
BPM102057,Wriddhish Traders,Food & Beverage,Juice Center,Karnataka,Belgaum,Belgaum,Tier 3,560368,2022-09-07,Field Sales,Android Low-End,Active,2025-04-24,Yes,Yes,No,0,No Loan,267,67343,252.22
BPM102058,Rau Enterprises,Wholesale,Stationery Wholesale,Karnataka,Belgaum,Belgaum,Tier 2,560145,2023-11-15,Field Sales,Android Low-End,Active,2025-04-21,Yes,Yes,Yes,2,Default,44,220195,5004.43
BPM102059,Vritti Mart,Wholesale,Electronics Wholesale,Maharashtra,Nashik,Nashik,Tier 3,440841,2023-06-07,Referral,Android Low-End,Active,2025-05-18,Yes,Yes,No,0,No Loan,167,214101,1282.04
BPM102060,Vala Dukaan,Wholesale,Stationery Wholesale,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,636986,2023-04-21,Referral,Android Low-End,Active,2025-04-26,Yes,No,No,0,No Loan,126,262503,2083.36
BPM102061,Rama Industries,Food & Beverage,Bakery,Maharashtra,Pune,Pune,Tier 1,424019,2023-01-26,Field Sales,Android Low-End,Active,2025-05-13,Yes,No,No,1,Default,1032,271588,263.17
BPM102062,Loyal Industries,Services,Electronics Repair,Delhi,Central Delhi,Central Delhi,Tier 2,110014,2023-10-08,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,No,No,0,No Loan,233,56344,241.82
BPM102063,Saraf Center,Retail,General Store,West Bengal,Kolkata,Kolkata,Tier 1,700040,2022-11-08,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,0,No Loan,1063,86482,81.36
BPM102064,Chander Traders,Retail,Electronics,Delhi,East Delhi,East Delhi,Tier 2,110051,2022-11-03,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,0,No Loan,517,89674,173.45
BPM102065,Sheth & Co.,Food & Beverage,Cafe,Delhi,East Delhi,East Delhi,Tier 3,110024,2022-10-05,Field Sales,Android Low-End,Churned,2025-02-18,Yes,No,Yes,0,No Loan,644,119205,185.1
BPM102066,Dixit Emporium,Retail,Mobile Shop,Delhi,West Delhi,West Delhi,Tier 3,110012,2022-10-30,Partner Bank,Android Mid-Range,Active,2025-05-01,Yes,No,No,0,No Loan,488,39767,81.49
BPM102067,Merchant Center,Retail,Stationery,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,603861,2023-01-22,App Store Download,Android Mid-Range,Active,2025-05-06,Yes,No,Yes,0,No Loan,274,81222,296.43
BPM102068,Bose Center,Services,Mobile Repair,Rajasthan,Udaipur,Udaipur,Tier 3,308310,2024-10-06,Field Sales,Android High-End,Active,2025-05-15,Yes,No,No,0,No Loan,144,45617,316.78
BPM102069,Varghese Mart,Services,Salon,Punjab,Patiala,Patiala,Tier 3,158618,2023-04-30,Field Sales,Android Mid-Range,Dormant,2025-02-25,Yes,No,No,0,No Loan,186,41208,221.55
BPM102070,Sachar & Co.,Services,Tailor,Karnataka,Bangalore Urban,Bangalore Urban,Tier 1,573795,2023-06-27,Field Sales,Android Mid-Range,Active,2025-04-24,Yes,Yes,No,1,Active,590,164333,278.53
BPM102071,Shetty Enterprises,Retail,Grocery,Maharashtra,Nagpur,Nagpur,Tier 3,436530,2022-10-21,Field Sales,Android Mid-Range,Active,2025-05-09,Yes,No,No,0,No Loan,235,54654,232.57
BPM102072,Bumb Dukan,Food & Beverage,Juice Center,Gujarat,Surat,Surat,Tier 2,373521,2023-06-20,Field Sales,Android Low-End,Active,2025-05-06,Yes,Yes,No,3,Active,759,205499,270.75
BPM102073,Kakar Store,Food & Beverage,Restaurant,Karnataka,Hubli,Hubli,Tier 1,582415,2023-02-04,Field Sales,Android Low-End,Active,2025-05-16,Yes,No,No,1,Paid,1161,275322,237.14
BPM102074,Brar Shop,Retail,Stationery,Delhi,South Delhi,South Delhi,Tier 3,110091,2022-12-29,Field Sales,Android Mid-Range,Active,2025-04-23,Yes,No,No,0,No Loan,185,62838,339.66
BPM102075,Warrior Junction,Retail,Grocery,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,619029,2023-11-23,Field Sales,Android Low-End,Active,2025-04-29,Yes,No,No,2,Paid,399,120502,302.01
BPM102076,Ahluwalia Traders,Retail,Stationery,Tamil Nadu,Salem,Salem,Tier 3,617589,2023-08-22,Field Sales,Android Low-End,Active,2025-05-19,Yes,Yes,Yes,1,Default,312,106988,342.91
BPM102077,Dada Store,Food & Beverage,Cafe,Tamil Nadu,Trichy,Trichy,Tier 3,629599,2022-12-08,Referral,Android Mid-Range,Active,2025-04-23,Yes,No,No,1,Paid,367,81173,221.18
BPM102078,Garg Center,Food & Beverage,Cafe,Delhi,North Delhi,North Delhi,Tier 3,110097,2023-06-01,Field Sales,Android Low-End,Active,2025-05-18,Yes,Yes,No,2,Paid,239,85094,356.04
BPM102079,Sharma Traders,Food & Beverage,Sweet Shop,Uttar Pradesh,Kanpur,Kanpur,Tier 2,261889,2024-01-18,App Store Download,Android Mid-Range,Active,2025-05-19,Yes,No,Yes,2,Paid,1151,219802,190.97
BPM102080,Nidhi Junction,Wholesale,Electronics Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,262012,2024-03-29,Field Sales,Android Mid-Range,Dormant,2025-03-23,Yes,Yes,No,0,No Loan,106,312172,2945.02
BPM102081,Chavvi Dukan,Services,Printing Services,Delhi,New Delhi,New Delhi,Tier 2,110065,2023-05-19,Field Sales,Android Mid-Range,Active,2025-04-29,Yes,Yes,No,0,No Loan,315,46687,148.21
BPM102082,Dass Industries,Food & Beverage,Cafe,West Bengal,Kolkata,Kolkata,Tier 3,717201,2023-10-11,Field Sales,Android Low-End,Active,2025-05-18,Yes,Yes,No,1,Active,804,96902,120.52
BPM102083,Choudhury Junction,Wholesale,Textile Wholesale,Karnataka,Bangalore Urban,Bangalore Urban,Tier 3,566815,2023-07-18,Field Sales,Android High-End,Active,2025-04-19,Yes,No,Yes,0,No Loan,46,296166,6438.39
BPM102084,Dhillon Traders,Food & Beverage,Sweet Shop,Tamil Nadu,Trichy,Trichy,Tier 1,605715,2023-03-26,Field Sales,Android Mid-Range,Active,2025-04-26,Yes,Yes,No,2,Active,1449,343189,236.85
BPM102085,Wyatt Enterprise,Food & Beverage,Fast Food,Gujarat,Rajkot,Rajkot,Tier 1,385734,2022-12-03,Digital Marketing,Android Low-End,Active,2025-05-08,Yes,No,Yes,0,No Loan,766,194530,253.96
BPM102086,Ramanathan Store,Services,Laundry,West Bengal,Howrah,Howrah,Tier 3,735657,2023-06-18,Digital Marketing,Android Low-End,Dormant,2025-03-11,No,No,No,0,No Loan,149,36078,242.13
BPM102087,Charan Enterprise,Wholesale,Textile Wholesale,Maharashtra,Aurangabad,Aurangabad,Tier 3,431513,2023-03-02,Field Sales,Android Low-End,Active,2025-05-19,Yes,Yes,Yes,1,Active,93,297041,3193.99
BPM102088,Chauhan Center,Wholesale,Electronics Wholesale,Gujarat,Ahmedabad,Ahmedabad,Tier 2,387930,2023-06-30,Field Sales,iPhone,Active,2025-05-17,Yes,Yes,No,0,No Loan,128,352421,2753.29
BPM102089,Sunder Shop,Services,Laundry,Karnataka,Belgaum,Belgaum,Tier 2,570629,2022-11-27,Referral,Android Low-End,Active,2025-05-03,Yes,No,Yes,5,Active,88,61214,695.61
BPM102090,Yochana Emporium,Wholesale,Grocery Wholesale,West Bengal,Howrah,Howrah,Tier 1,713848,2023-06-24,Field Sales,Android Mid-Range,Churned,2025-03-09,Yes,Yes,Yes,0,No Loan,173,422423,2441.75
BPM102091,Vincent Dukan,Wholesale,Stationery Wholesale,Rajasthan,Jodhpur,Jodhpur,Tier 3,339459,2022-11-06,Field Sales,Android Low-End,Dormant,2025-03-28,Yes,Yes,No,0,No Loan,149,278727,1870.65
BPM102092,Amrita Enterprise,Retail,Stationery,Delhi,Central Delhi,Central Delhi,Tier 2,110033,2022-10-01,Field Sales,Android Mid-Range,Active,2025-05-01,Yes,Yes,Yes,0,No Loan,528,164776,312.08
BPM102093,Palan Center,Services,Salon,West Bengal,Siliguri,Siliguri,Tier 3,706557,2024-01-02,App Store Download,Android Low-End,Active,2025-05-07,Yes,No,Yes,0,No Loan,196,51473,262.62
BPM102094,Sarin Dukan,Services,Tailor,Rajasthan,Jaipur,Jaipur,Tier 2,324766,2023-05-20,Field Sales,Android Mid-Range,Active,2025-05-01,Yes,No,Yes,1,Active,281,44704,159.09
BPM102095,Ansh Shop,Services,Salon,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,611356,2022-09-24,Field Sales,Android Low-End,Active,2025-05-13,Yes,No,No,0,No Loan,92,30702,333.72
BPM102096,Bhavna Mart,Services,Printing Services,Delhi,West Delhi,West Delhi,Tier 2,110059,2023-03-25,App Store Download,Android Mid-Range,Active,2025-04-24,Yes,Yes,No,2,Active,471,43589,92.55
BPM102097,Raksha Point,Retail,Clothing,Maharashtra,Aurangabad,Aurangabad,Tier 3,432640,2023-05-05,Referral,Android Low-End,Active,2025-05-14,Yes,Yes,No,0,No Loan,377,79713,211.44
BPM102098,Sidhu Dukan,Wholesale,Textile Wholesale,Maharashtra,Pune,Pune,Tier 3,437467,2023-07-02,Field Sales,Android High-End,Dormant,2025-02-22,Yes,No,Yes,0,No Loan,64,281887,4404.48
BPM102099,Karan Mart,Services,Mobile Repair,Maharashtra,Aurangabad,Aurangabad,Tier 3,413181,2023-10-08,App Store Download,Android Mid-Range,Active,2025-05-03,Yes,No,No,0,No Loan,293,33490,114.3
BPM102100,Sodhi & Sons,Wholesale,Electronics Wholesale,Maharashtra,Nagpur,Nagpur,Tier 2,418765,2023-04-21,Referral,Android Mid-Range,Active,2025-04-23,Yes,Yes,No,0,No Loan,63,405778,6440.92
BPM102101,Neel Traders,Services,Mobile Repair,Gujarat,Gandhinagar,Gandhinagar,Tier 3,369104,2022-11-14,Digital Marketing,Android Low-End,Dormant,2025-03-18,Yes,No,Yes,0,No Loan,135,68136,504.71
